X,Y,ID,FSGName,TonsPerWeek,TYPE1,TYPE2,TYPE3,Address,Town,County,Zip,Phone,Website,Facebook,Active
523132.3355,256052.7648,442,JUST GOOD FOOD,0.18,Food Establishment,Grocery,,4332 BARTON ORLEANS ROAD,ORLEANS,ORLEANS,5860,,,,1
523132.3355,256052.7648,443,VILLAGE PIZZA ORLEANS,0.735,Food Establishment,Restaurant,,4332 BARTON ORLEANS RD,BARTON,ORLEANS,5829,8027549816,,,1
523406.6794,256753.8482,444,COLE'S MARKET,0.055,Food Establishment,Caterer,,52 MAIN ST,ORLEANS,ORLEANS,5860,,,https://www.facebook.com/pages/Coles-Market/108779339184180,1
523406.6794,256753.8482,445,THIBAULTS MARKET,0.13,Food Establishment,Bakery,,52 MAIN ST,BARTON,ORLEANS,5860,8027546015,,,1
523391.1416,256676.0037,446,OLNEY'S GENERAL STORE,0.18,Food Establishment,Caterer,,72A MAIN ST,BARTON,ORLEANS,5860,8027546365,,https://www.facebook.com/LanoueGS,1
504790.1589,271981.6806,447,WILD COYOTE BAR AND GRILLE,0.26,Food Establishment,Restaurant,,1078 VERMONT ROUTE 242,TROY,ORLEANS,5859,,,,1
506770.9918,271927.9062,448,LODGE GRILL & PUB,0.26,Food Establishment,Restaurant,,118 ROUTE 242,TROY,ORLEANS,5868,(802) 988-4100,,,1
510826.3195,277156.4765,449,FARM GIRL BAKESHOP,0.13,Food Establishment,Home-based Business,,1602 BEAR MOUNTAIN RD,TROY,ORLEANS,5859,8029882204,,,1
507427.4425,277473.8926,450,1ST & LAST BORDER STOP RESTAURANT,0.26,Food Establishment,Restaurant,,179 RAILROAD ST,TROY,ORLEANS,5868,(802) 988-4330,,,1
507671.9634,277396.392,451,BUON AMICI,0.26,Food Establishment,Restaurant,,20 RAILROAD ST,TROY,ORLEANS,5868,(802) 988-2299,,,1
507017.2512,270450.1852,452,SUNNYS HOT DOG,0.05,Food Establishment,Caterer,,2148 ROUTE 101,TROY,ORLEANS,5868,,,,1
494687.2978,39069.7496,453,GREEN STREET ELEMENTARY,0.140685,Food Establishment,School,,164 GREEN ST,BRATTLEBORO,WINDHAM,5301,6034370200,,,1
494662.0631,38147.75639,454,BRATTLEBORO MEMORIAL HOSPITAL LOBBY CAFE,0.26,Food Establishment,Hospital,,17 BELMONT AVE,BRATTLEBORO,WINDHAM,5301,8022578324,,,1
494662.0631,38147.75639,455,BRATTLEBORO MEMORIAL HOSPITAL,0.32025,Food Establishment,Hospital,,17 BELMONT AVE,BRATTLEBORO,WINDHAM,5301,8022578324,,,1
494228.7038,38014.80292,456,LINDA'S PLACE,0.26,Food Establishment,Restaurant,,17 WINTER CT,BRATTLEBORO,WINDHAM,5301,,,,1
494033.446,39092.50232,457,1868 CROSBY HOUSE,0.063,Food Establishment,Lodging,,175 WESTERN AVE,BRATTLEBORO,WINDHAM,5301,8022577145,,,1
494768.9558,38969.70974,458,DIAMOND COW DESSERTS,0.13,Food Establishment,Bakery,,179 ELLIOT ST,BRATTLEBORO,WINDHAM,5301,(802) 246-1197,,,1
494768.9558,38969.70974,459,WILD FLOUR VERMONT BAKERY,0.13,Food Establishment,Home-based Business,,1014 STICKNEY BROOK RD,DUMMERSTON,WINDHAM,5301,8024908713,,,1
482908.5817,42032.71418,460,SWEETIES MARKET AND DELI,0.05,Food Establishment,Caterer,,1796 ROUTE 9,BRATTLEBORO,WINDHAM,5301,,,http://www.facebook.com/pages/Sweeties-Market-and-Deli/119637954723488,1
495349.0497,38636.03583,461,LA TAJ CAKES AND PARTY PLANNING,0.13,Food Establishment,Bakery,,18 PROSPECT STREET #3,BRATTLEBORO,WINDHAM,5301,,,,1
495235.0609,39280.41208,462,MOCHA JOES ROASTING COMPANY,,Food Manufacturer,Food Processor,Coffee,183 MAIN ST STE 3,BRATTLEBORO,WINDHAM,5301,(802) 2575-637,,,1
495235.0686,39291.52067,463,SAFARI FOOD TO GO,0.05,Food Establishment,Mobile Unit,,185 MAIN ST,BRATTLEBORO,WINDHAM,5301,8022544108,,,1
494866.3754,38080.94961,464,PINE HEIGHTS AT BRATTLEBORO CENTER FOR NURSING AND REHABILITATION,0.42,Nursing/Assisted Living,Residential Facility,,187 OAK GROVE AVENUE,BRATTLEBORO,WINDHAM,5301,,,,1
495210.4333,39124.90882,465,WEATHERVANE MUSIC HALL,0.26,Food Establishment,Restaurant,,19 ELLIOT ST,BRATTLEBORO,WINDHAM,5301,(802) 258-6529,,,1
495235.6145,40080.23122,467,INN ON PUTNEY ROAD BED & BREAKFAST,0.26,Food Establishment,B&B,,192 PUTNEY RD,BRATTLEBORO,WINDHAM,5301,802-254-6268,,,1
495235.6145,40080.23122,468,FORTY PUTNEY ROAD BED & BREAKFAST,0.126,Food Establishment,Restaurant,,192 PUTNEY ROAD,BRATTLEBORO,WINDHAM,5301,,,,1
485988.2026,41814.68724,470,VERMONT MAPLE MUSEUM,0.18,Food Establishment,Grocery,Specialty foods,1991 MARLBORO ROAD,BRATTLEBORO,WINDHAM,5301,,,,1
495169.4264,38924.98279,472,BRATTLEBORO FOOD COOP,0.3465,Food Establishment,Restaurant,Deli,2 MAIN ST,BRATTLEBORO,WINDHAM,5301,8022570236,http://www.brattleborofoodcoop.com/,,1
493965.6366,36326.52665,474,LIPTONMART SUBWAY #801,0.13,Food Establishment,Convenience Store,Deli,429 CANAL ST,BRATTLEBORO,WINDHAM,5301,8022549727,,,1
494842.1429,38469.76804,475,ADAMS SEAFOOD CO INC,0.18,Food Establishment,Grocery,,972 PUTNEY RD STE 8,BRATTLEBORO,WINDHAM,5301,8022579900,,,1
494842.1429,38469.76804,476,OUR PLACE FAMILY RESTAURANT,0.26,Food Establishment,Restaurant,,209 CANAL ST,BRATTLEBORO,WINDHAM,5301,(802) 254-4700,,,1
493965.6366,36326.52665,478,CANAL STREET GULF,0.05,Food Establishment,Caterer,,212 CANAL ST,BRATTLEBORO,WINDHAM,5301,(802) 254-9808,,,1
494073.9782,38703.66654,479,TICKET TO HEAVEN TRUFFLES,0.13,Food Establishment,Home-based Business,,216 WILLIAMS ST,BRATTLEBORO,WINDHAM,5301,8022549528,,,1
495785.023,43134.74805,480,AGAINST THE GRAIN GOURMET,0.13,Food Establishment,Bakery,,22 BROWNE CT UNIT 119,BRATTLEBORO,WINDHAM,5344,8022583838,,,1
495128.9752,39513.76691,481,N AND V ASIAN MARKET,0.18,Food Establishment,Grocery,,227 MAIN STREET,BRATTLEBORO,WINDHAM,5301,,,,1
494866.6073,38391.98968,482,SONNYS PIT STOP,0.231,Food Establishment,Restaurant,,228 CANAL ST,BRATTLEBORO,WINDHAM,5301,8022543455,,,1
491353.9226,40161.77274,483,CASEYS COLOSSALS,0.05,Food Establishment,Caterer,,23 MARLBORO ROAD,BRATTLEBORO,WINDHAM,5303,,,,1
495120.8023,39513.7727,484,SUBWAY,0.252,Food Establishment,Restaurant,,231 MAIN ST,BRATTLEBORO,WINDHAM,5301,8022572620,,,1
493965.6366,36326.52665,485,Dunkin’ Donuts,0.26,Food Establishment,Bakery,,1071 PUTNEY RD,BRATTLEBORO,WINDHAM,5301,,,,1
490862.9628,39684.7361,487,GOOD PART BAKERY LLC THE,0.13,Food Establishment,Bakery,,247 CARRIAGE HILL,BRATTLEBORO,WINDHAM,5302,,,,1
490717.0235,40551.40434,488,NEW ENGLAND HOUSE THE,1.7325,Food Establishment,Restaurant,,254 MARLBORO RD,BRATTLEBORO,WINDHAM,5301,7792002356,,,1
490799.7895,47438.68459,489,DUMMERSTON NEIGHBORS,0.72,Food Establishment,Grocery,,2557 W RIVER ROAD,BRATTLEBORO,WINDHAM,5301,,,https://www.facebook.com/pages/Dummerston-Neighbors/153968724641540,1
495252.4876,40846.71421,490,MARINA RESTAURANT AND CATERING,0.26,Food Establishment,Restaurant,,28 SPRING TREE ROAD,BRATTLEBORO,WINDHAM,5301,,http://www.vermontmarina.com/,https://www.facebook.com/VermontMarina,1
495252.4876,40846.71421,491,WEST RIVER MARINA,3.15,Food Establishment,Restaurant,,28 SPRINGTREE RD,BRATTLEBORO,WINDHAM,5301,8022571849,,,1
495406.4522,38913.71201,492,MARLBORO COLLEGE COFFEE SHOP,0.10622,Food Establishment,Restaurant,,2582 SOUTH RD,MARLBORO,WINDHAM,5301,8022574333,,,1
495128.8023,39269.37784,493,CAFE LOTUS,0.26,Food Establishment,Restaurant,,29 HIGH ST,BRATTLEBORO,WINDHAM,5301,(802) 254-6245,,,1
495128.8023,39269.37784,494,BLUE MOOSE,0.42,Food Establishment,Restaurant,,39 MAIN ST,BRATTLEBORO,WINDHAM,5301,8022546245,,,1
495128.8023,39269.37784,495,THAI HUT,0.05,Food Establishment,Home-based Business,,29 HIGH ST STE 205,BRATTLEBORO,WINDHAM,5301,8022571520,,,1
495299.3998,37747.38328,496,SCUDDERLY DELICIOUS,0.05,Food Establishment,Caterer,,29 MORELAND AV,BRATTLEBORO,WINDHAM,5301,(802) 257-9308,,,1
495292.083,39002.65798,497,WINE GALLERY THE,0.26,Food Establishment,Restaurant,,30 MAIN ST,BRATTLEBORO,WINDHAM,5301,(802) 246-6400,,,1
495292.083,39002.65798,499,LITTLE CITY BAKING COMPANY,0.13,Food Establishment,Bakery,,30 MAIN STREET,BRATTLEBORO,WINDHAM,5301,,,,1
490602.6964,40607.10267,500,DUTTON FARM,0.05,Food Establishment,Bakery,,308 MARLBORO RD,BRATTLEBORO,WINDHAM,5345,8022540254,,,1
493710.8917,25951.45372,501,ELLIOT GROCERS,0.72,Food Establishment,Grocery,,318 E MOUNTAIN ROAD,BRATTLEBORO,WINDHAM,5301,,,,1
495210.4179,39102.69164,502,PETER HAVENS,0.4725,Food Establishment,Restaurant,,32 ELLIOT ST,BRATTLEBORO,WINDHAM,5301,8022573333,,,1
494998.2417,39558.29506,503,AMERICAN LEGION CLUB POST 5,4.935,Food Establishment,Restaurant,,32 LINDEN ST,BRATTLEBORO,WINDHAM,5301,8022571872,,,1
494998.2417,39558.29506,504,ENTERA CATERING,0.05,Food Establishment,Caterer,,32 LINDEN ST,BRATTLEBORO,WINDHAM,5301,8025795511,,,1
493583.818,38992.92923,505,WALK ON WATER,0.13,Food Establishment,Bakery,,325 WESTERN AV,BRATTLEBORO,WINDHAM,5301,(802) 254-6818,,,1
486747.7908,41690.98668,506,Dunkin’ Donuts,0.105,Food Establishment,Bakery,,1071 PUTNEY RD,BRATTLEBORO,WINDHAM,5301,,,,1
490529.1676,40618.3121,507,SUBWAY #802,0.26,Food Establishment,Restaurant,,328 MARLBORO RD,BRATTLEBORO,WINDHAM,5301,8022544805,,,1
494516.6035,40258.50427,508,MEADOWVIEW RECOVERY RESIDENCE,0.0315,Nursing/Assisted Living,Residential Facility,,330 LINDEN STREET,BRATTLEBORO,WINDHAM,5301,(802) 275-4971,,,1
493332.8399,41470.38984,509,BRATTLEBORO COUNTRY CLUB,1.05,Food Establishment,Restaurant,,52 SENATOR GANNETT DR,BRATTLEBORO,WINDHAM,5301,8022549864,,,1
495390.2018,39058.13456,510,RIVERVIEW CAFE THE,0.26,Food Establishment,Restaurant,,36 BRIDGE ST,BRATTLEBORO,WINDHAM,5301,(802) 254-9841,,,1
495390.2018,39058.13456,511,WHETSTONE STATION RESTAURANT & BREWERY,2.205,Food Establishment,Restaurant,,36 BRIDGE ST,BRATTLEBORO,WINDHAM,5301,8024902354,,,1
494458.0317,38558.93511,512,PHORNPHILAI BUAPHUNGNAM LONG,0.05,Food Establishment,Caterer,,37 ORGAN ST,BRATTLEBORO,WINDHAM,5301,(802) 254-5774,,,1
495308.4375,39013.75541,513,39 MAIN,0.26,Food Establishment,Restaurant,,39 MAIN ST,BRATTLEBORO,WINDHAM,5301,(802) 254-3999,,,1
494710.6749,37581.18161,514,ANON'S THAI CUISINE,0.26,Food Establishment,Caterer,,17 FAIRGROUND RD,BRATTLEBORO,WINDHAM,5301,8022571376,,,1
495210.5029,39224.88613,515,MOLES EYE CAFE,0.26,Food Establishment,Restaurant,,4 HIGH ST,BRATTLEBORO,WINDHAM,5301,(802) 257-0771,,,1
495049.2848,42346.5236,516,VFW CARL DESSAINT POST #1034,3.15,Food Establishment,Restaurant,,40 BLACK MT RD,BRATTLEBORO,WINDHAM,5304,8022570438,,,1
494751.7454,37836.64734,517,BELCHER BRATTLEBORO,0.18,Food Establishment,Grocery,,414 CANAL STREET,BRATTLEBORO,WINDHAM,1109,,,,1
494702.7048,37847.79345,518,MILLENNIUM PIZZA,0.26,Food Establishment,Restaurant,,419 CANAL ST,BRATTLEBORO,WINDHAM,5301,(802) 257-2222,,,1
494694.53,37847.79974,519,HOUSE OF PIZZA,1.008,Food Establishment,Restaurant,,419 CANAL ST,BRATTLEBORO,WINDHAM,5301,8022543700,http://www.brattleboropizza.com/,,1
493256.7699,38882.15577,520,VERMONT COUNTRY DELI,0.05,Food Establishment,Bakery,,436 WESTERN AVE,BRATTLEBORO,WINDHAM,5301,802-257-9254,http://www.vermontcountrydeli.com/ordereze/default.aspx,https://www.facebook.com/pages/The-Vermont-Country-Deli/70496211275,1
495153.0089,38825.01701,521,SPORTSMAN'S LOUNGE,0.378,Food Establishment,Restaurant,Bars/Pubs,45 CANAL STREET,BRATTLEBORO,WINDHAM,5301,,,,1
494710.7773,37714.48438,522,VERMONT INN PIZZA,1.05,Food Establishment,Restaurant,,460 CANAL ST,BRATTLEBORO,WINDHAM,5301,(802) 254-6264,,,1
494710.7773,37714.48438,523,FIRED UP GREEK AMERICAN COOKOUT,0.05,Food Establishment,Caterer,,460 CANAL STREET,BRATTLEBORO,WINDHAM,5301,,,,1
494661.7273,37714.52221,524,Dunkin’ Donuts,0.26,Food Establishment,Restaurant,,469 CANAL ST,BRATTLEBORO,WINDHAM,5301,8022583900,,,1
495973.1861,43623.41668,525,EUREST DINING @ C AND S WHOLESALE,0.63,Food Establishment,Cafeteria,,47 OLD FERRY RD,BRATTLEBORO,WINDHAM,5302,8022574371,,,1
493758.3329,42158.72675,526,TOM & SALLY'S HANDMADE CHCLTS,,Food Manufacturer,Sweets,,485 W RIVER RD,BRATTLEBORO,WINDHAM,5301,(802) 2544-200,,,1
490096.3788,40829.98546,527,CHELSEA ROYAL DINER,0.63,Food Establishment,Restaurant,,487 MARLBORO RD,BRATTLEBORO,WINDHAM,5303,8022548399,http://www.chelsearoyaldiner.com,,1
494604.5197,37736.78393,528,FU CAI CHINESE RESTAURANT,0.3675,Food Establishment,Restaurant,,499 CANAL  ST UNIT 5,BRATTLEBORO,WINDHAM,5301,8022542990,,,1
494604.5197,37736.78393,529,PRICE CHOPPER,0.72,Food Establishment,Grocery,,499 CANAL STREET,BRATTLEBORO,WINDHAM,5301,,http://www.pricechopper.com/,,1
494604.5197,37736.78393,530,YANKEE ONE DOLLAR STORE,0.72,Food Establishment,Grocery,,499 CANAL STREET,BRATTLEBORO,WINDHAM,5301,,http://www.dollarstore.com/,,1
495169.5433,39091.6116,531,ELLIOT STREET FISH CHIPS & MORE,0.1575,Food Establishment,Restaurant,,50 ELLIOT ST,BRATTLEBORO,WINDHAM,5301,8024519482,,,1
495144.7256,38669.50261,532,STEVE'S JAMAICAN FOOD,0.05,Food Establishment,Caterer,,51 CLARK STREET,BRATTLEBORO,WINDHAM,5301,,,,1
495316.9132,39458.0935,533,ALICIS BISTRO & MARTINI BAR,0.26,Food Establishment,Restaurant,,51 HARRIS PL,BRATTLEBORO,WINDHAM,5301,(802) 254-5600,,,1
495308.4602,39047.08118,534,CAPERS,0.26,Food Establishment,Restaurant,,51 MAIN ST,BRATTLEBORO,WINDHAM,5301,(802) 251-0151,,,1
495308.4602,39047.08118,535,TWILIGHT TEA LOUNGE,0.26,Food Establishment,Restaurant,,51 MAIN ST,BRATTLEBORO,WINDHAM,5301,,http://twilighttealounge.com/,http://www.facebook.com/Twilight.Tea.Lounge,1
493722.919,39159.43,536,GOOD PART BAKERY LLC THE,0.13,Food Establishment,Bakery,,52 GREENHILL PARKWAY,BRATTLEBORO,WINDHAM,5302,,,,1
494918.261,41924.49051,537,FRATERNAL ORDER OF EAGLES #2445,2.373,Food Establishment,Restaurant,,54 CHICKERING DR,BRATTLEBORO,WINDHAM,5301,8022542076,,,1
494653.3627,37470.14017,538,BURGER KING,1.0185,Food Establishment,Restaurant,,548 CANAL ST,BRATTLEBORO,WINDHAM,5301,,,,1
495324.626,38780.464,540,LINHS VIETNAMESE FOOD,0.05,Food Establishment,Caterer,,55 S MAIN ST,BRATTLEBORO,WINDHAM,5301,(802) 579-3639,,,1
495389.0418,37325.19717,541,EMILS PUB,0.26,Food Establishment,Restaurant,,563 S MAIN ST,BRATTLEBORO,WINDHAM,5301,(802) 254-8333,,,1
494645.1442,37414.60372,542,CIRCLE K #7409,0.055,Food Establishment,Caterer,,564 CANAL ST,BRATTLEBORO,WINDHAM,5301,8022540374,,,1
494645.1442,37414.60372,543,SUNOCO,0.18,Food Establishment,Grocery,,564 CANAL ST,BRATTLEBORO,WINDHAM,5301,,,,1
495300.2944,39058.19534,545,SHIN LA RESTAURANT,0.84,Food Establishment,Restaurant,,57-61 MAIN ST,BRATTLEBORO,WINDHAM,5301,8022575226,,https://www.facebook.com/pages/Shin-La-Restaurant-Sushi-Bar/136178476431865,1
492823.5337,38849.26785,546,BRATTLEBORO AREA FARMERS' MARKET,0.18,Food Establishment,Grocery,Farmers' Market,574 WESTERN AVENUE,BRATTLEBORO,WINDHAM,5301,(802) 254-8885,http://www.brattleborofarmersmarket.com/,,1
494628.7415,37347.9651,547,BLACK BEAR SUGARWORKS FARM STAND,0.05,Food Establishment,Caterer,,580 CANAL STREET,BRATTLEBORO,WINDHAM,5301,,,,1
495277.2225,41168.8474,548,584 FLEMING OIL CO SHELL,0.18,Food Establishment,Grocery,,584 PUTNEY RD,BRATTLEBORO,WINDHAM,5301,(802) 254-6095,,,1
495277.2225,41168.8474,549,TWIN STATE FOOD MARTS INC,0.18,Food Establishment,Grocery,,584 PUTNEY ROAD,BRATTLEBORO,WINDHAM,5302,,,,1
495259.4121,39036.00618,550,FLAT STREET PUB,0.84,Food Establishment,Restaurant,,6 FLAT ST,BRATTLEBORO,WINDHAM,5301,,http://flatstreet.net/pub/,https://www.facebook.com/pages/Flat-Street-Pub/69416069290?ref=ts,1
495145.0154,39080.52026,551,INDO-AMERICAN GROCERY,0.18,Food Establishment,Convenience Store,,69 ELLIOT ST,BRATTLEBORO,WINDHAM,5301,8022548989,,,1
492823.3022,38627.09619,553,SNACK SHACK SKATING RINK,0.05,Food Establishment,Caterer,,61 MEMORIAL PARK DR,BRATTLEBORO,WINDHAM,5301,4133257785,,,1
495236.4603,41302.17907,555,TOP OF THE HILL GRILLE,0.26,Food Establishment,Mobile Unit,,632 PUTNEY RD,BRATTLEBORO,WINDHAM,5362,8023487944,,,1
495179.3041,41357.76205,556,D ANGELO OF VERMONT,0.13,Food Establishment,Restaurant,Deli,648 PUTNEY RD,BRATTLEBORO,WINDHAM,5301,(802) 254-6677,,,1
495179.3041,41357.76205,557,MATTY CS CAFE,0.504,Food Establishment,Restaurant,,648 PUTNEY ROAD,BRATTLEBORO,WINDHAM,5301,,,,1
495407.1785,40002.35434,558,HILLTOP HOUSE,0.14175,Nursing/Assisted Living,Residential Facility,,65 HARRIS AVENUE,BRATTLEBORO,WINDHAM,5301,,,,1
495128.6922,39113.85757,559,INDIA PALACE,0.18,Food Establishment,Grocery,,69 ELLIOT STREET,BRATTLEBORO,WINDHAM,5301,,,,1
495186.0065,39258.22901,560,THAI BAMBOO INC,0.63,Food Establishment,Restaurant,,7 HIGH ST,BRATTLEBORO,WINDHAM,5301,8022511010,http://www.thaibamboovt.com/,http://www.facebook.com/pages/Thai-Bamboo/143356279043525,1
495154.925,41546.62598,561,ABBRELEEZ FOOD & DELI,0.05,Food Establishment,Caterer,,707 PUTNEY RD,BRATTLEBORO,WINDHAM,5301,(802) 254-9861,,,1
495154.925,41546.62598,562,SANDRI STOP SMART #230,0.05,Food Establishment,Caterer,,707 PUTNEY RD,BRATTLEBORO,WINDHAM,5346,,,,1
495609.8358,37413.92144,563,VERMONT GOLD INC,,Food Manufacturer,Food Processor,,72 COTTON MILL HL A-106,BRATTLEBORO,WINDHAM,5301,(802) 2545-529,,,1
495300.3171,39091.5211,564,ECHO RESTAURANT & LOUNGE,0.63,Food Establishment,Restaurant,,69-73 MAIN ST,BRATTLEBORO,WINDHAM,5301,8022542073,,,1
495634.4041,37480.55721,565,TRUE NORTH GRANOLA,0.13,Food Manufacturer,Food Processor,,74 COTTON MILL HILL UNIT A126,BRATTLEBORO,WINDHAM,5301,8022722594,,,1
495634.4041,37480.55721,566,GREAT NORTH ENTERPRISES INC,,Food Manufacturer,Food Processor,,74 COTTON MILL HILL A110,BRATTLEBORO,WINDHAM,5301,,,,1
495634.4041,37480.55721,567,BIG PICTURE FARM,,Food Manufacturer,Sweets,,1600 PEAKED MOUNTAIN  RD,TOWNSHEND,WINDHAM,5353,8022210547,,,1
495634.4041,37480.55721,568,OWL FOOD,,Food Manufacturer,Food Processor,,74 COTTON MILL HL UNIT A120,BRATTLEBORO,WINDHAM,5301,8022516003,,,1
491879.0084,41916.29821,569,SHARON MYERS FINE CATERING,0.05,Food Establishment,Home-based Business,,744 MEADOWBROOK RD,BRATTLEBORO,WINDHAM,5301,8022542480,http://www.sharonmyers.com/,,1
495122.3299,41668.84403,570,"BEACON BAR/BILLIARDS, THE",0.26,Food Establishment,Restaurant,,747 PUTNEY RD,BRATTLEBORO,WINDHAM,5301,(802) 254-2060,,,1
495122.3299,41668.84403,572,DELIGHTFULLY DELICIOUS CAFE BAKERY,0.21,Food Establishment,Restaurant,,747 PUTNEY RD,BRATTLEBORO,WINDHAM,5354,8025791622,,,1
495095.991,39102.77219,573,HAZEL,0.2625,Food Establishment,Restaurant,,75 ELLIOT ST,BRATTLEBORO,WINDHAM,5301,8025792079,http://hazelpizza.com/,https://www.facebook.com/hazelpizza/,1
495007.8731,41568.94838,574,HOUSE OF PIZZA,0.26,Food Establishment,Restaurant,,766 PUTNEY RD,BRATTLEBORO,WINDHAM,5301,(802) 257-0100,,,1
495007.8731,41568.94838,575,PANASIAN,1.26,Food Establishment,Restaurant,,766 PUTNEY RD UNIT 6,BRATTLEBORO,WINDHAM,5301,802-257-8188,,,1
495007.8731,41568.94838,576,DOLLAR TREE,0.72,Food Establishment,Grocery,,766 PUTNEY ROAD,BRATTLEBORO,WINDHAM,5301,,,,1
495095.9672,39069.44642,577,KIPLINGS RESTAURANT & PUB,0.2625,Food Establishment,Bar,Bars/Pubs,78 ELLIOT ST,BRATTLEBORO,WINDHAM,5301,802-257-4848,,,1
495095.9672,39069.44642,578,MIKE'S RESTAURANT,0.26,Food Establishment,Restaurant,,78 ELLIOT ST,BRATTLEBORO,WINDHAM,5301,,,,1
491834.6799,38983.67261,579,DALEMS CHALET,3.15,Food Establishment,Restaurant,,78 SOUTH ST,BRATTLEBORO,WINDHAM,5301,(802) 254-4323,,,1
495716.2397,37613.80863,580,VERMONT BREAD COMPANY,0.13,Food Establishment,Bakery,,80 COTTON MILL HILL,BRATTLEBORO,WINDHAM,5301,8022544600,,,1
495716.2397,37613.80863,581,INNISFREE FARM,,Food Manufacturer,Bakery,Bread/related products,80 COTTON MILL HL,BRATTLEBORO,WINDHAM,5301,(802) 2546-803,,,1
494604.9113,38236.66956,582,THOMPSON HOUSE NURSING HOME,0.22575,Nursing/Assisted Living,Residential Facility,,80 MAPLE STREET,BRATTLEBORO,WINDHAM,5302,(802) 254-4977,,,1
494604.9113,38236.66956,583,THOMPSON RESIDENTIAL HOME,0.08925,Nursing/Assisted Living,Residential Facility,,80 MAPLE STREET,BRATTLEBORO,WINDHAM,5301,(802) 254-4977,,,1
495114.2463,41791.04482,584,CHINA BUFFET,1.995,Food Establishment,Restaurant,,801 PUTNEY RD,BRATTLEBORO,WINDHAM,5301,8022548888,http://www.chinabuffetvt.com/,,1
492129.0019,39049.98151,585,CAI XI SILVER,0.05,Food Establishment,Home-based Business,,814 WESTERN AVE,BRATTLEBORO,WINDHAM,5301,8022577898,,,1
494303.1945,39125.59966,586,AVENUE GROCERY,0.72,Food Establishment,Grocery,,82 WESTERN AVE,BRATTLEBORO,WINDHAM,5301,,,https://www.facebook.com/pages/Avenue-Grocery/101469626585311,1
487486.8449,39245.69936,587,COUNTRY SHOP ROBB FMLY LTD,,Food Manufacturer,Food Processor,,827 AMES HILL RD,BRATTLEBORO,WINDHAM,5301,(802) 2589-087,,,1
489148.3497,40731.43722,588,PARADISE FARM SUGARHOUSE,0.13,Food Establishment,Bakery,,828 MARLBORO RD,BRATTLEBORO,WINDHAM,5303,8022582026,,,1
486240.1707,37070.78839,589,WAUBANONG CAMP,0.525,Food Establishment,Camp,,83 WAUBANONG ROAD,BRATTLEBORO,WINDHAM,5303,,,,1
495122.4953,41902.12539,590,FAST EDDIES BAKERY & RESTAURANT,0.05,Food Establishment,Caterer,,833 PUTNEY RD,BRATTLEBORO,WINDHAM,5301,6173205075,,,1
492047.3832,39150.05273,591,SUNNYS DELI & BAKERY,0.2625,Food Establishment,Restaurant,,849 WESTERN AVENUE,BRATTLEBORO,WINDHAM,5301,,,,1
491990.015,39016.81597,592,ACADEMY SCHOOL,0.213005,School,School,,860 WESTERN AVENUE,BRATTLEBORO,WINDHAM,5301,(802) 254-3743,,,1
491990.015,39016.81597,593,BRATTLEBORO ACADEMY SCHOOL,0.05,Food Establishment,School,,860 WESTERN AVE,BRATTLEBORO,WINDHAM,5301,6034370200,,,1
495212.4196,41979.82273,594,BRATTLEBORO BOWL,0.504,Food Establishment,Restaurant,,865 PUTNEY RD,BRATTLEBORO,WINDHAM,5304,802-257-1177,,,1
493828.8432,38792.75058,595,ZACKS SNACK,0.05,Food Establishment,Caterer,,87 CROSBY ST APT 1,BRATTLEBORO,WINDHAM,5301,,,,1
495261.5081,42079.76656,596,MICHELE'S RISTORANTE,0.26,Food Establishment,Restaurant,,889 PUTNEY ROAD,BRATTLEBORO,WINDHAM,5301,,,,1
495261.5081,42079.76656,597,INDIA MASALA HOUSE,1.05,Food Establishment,Restaurant,,889 PUTNEY RD,BRATTLEBORO,WINDHAM,5301,4134221550,,,1
495000.1306,42157.7121,598,CHUN YAN CHINESE RESTAURANT,0.378,Food Establishment,Restaurant,,896 PUTNEY ROAD,BRATTLEBORO,WINDHAM,5301,,,,1
495000.1306,42157.7121,599,HANNAFORD SUPERMARKET #8397,0.13,Food Establishment,Bakery,,896 PUTNEY RD UNIT 5,BRATTLEBORO,WINDHAM,5301,2078853321,http://www.hannaford.com/,https://www.facebook.com/Hannaford,1
495000.1306,42157.7121,600,BRATTLEBORO HOUSE OF PIZZA,0.26,Food Establishment,Restaurant,,896 PUTNEY ROAD,BRATTLEBORO,WINDHAM,5301,,,,1
495000.1306,42157.7121,601,THIN CRUST PIZZERIA LLC,0.21,Food Establishment,Restaurant,,896 PUTNEY ROAD,BRATTLEBORO,WINDHAM,5343,,,,1
495079.6125,39058.3495,602,MC NEILL'S BREWERY'S,,Food Manufacturer,Alcohol Manufacturer,Brewer,90 ELLIOT ST,BRATTLEBORO,WINDHAM,5301,(802) 2542-553,,,1
495079.6125,39058.3495,603,MCNEILLS BREWERY,0.3675,Food Establishment,Bar,Bars/Pubs,90 ELLIOT ST,BRATTLEBORO,WINDHAM,5301,8022542553,,,1
491875.8488,39239.12184,604,GILLIES RESTAURANT,0.26,Food Establishment,Restaurant,,911 WESTERN AV,BRATTLEBORO,WINDHAM,5301,(802) 251-0506,,,1
