GeoFips,GeoName,LineCode,Description,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
22000,Louisiana,10,      Clothing and footwear,3335.3,3535.2,3683.4,3740.9,3732.3,3770.8,3901.5,3991.7,4039.8,4273.7,4400.1,4436.3,4357.8,4435,4573.8,4639,4715.8,4829.5,4910.4,4968.5,4909.5,4954.8,4921.4,4562.1,5832.8
22000,Louisiana,13,  Services,45989.3,48727.5,50954.2,53884.2,56696.8,58896,62127.4,65795,68779.1,71735.8,76164.5,80556.7,81660.4,85299.3,87874.8,89794,92538.1,97001.9,100751.3,103960.8,107456.7,111888.8,115954.4,112464.6,122885.6
22000,Louisiana,19,      Food services and accommodations,4860.6,5168.6,5463.4,5904.5,6047.8,6367.2,6803.6,7277.1,7522.4,7848.7,8481,8823.3,9023.9,9635.9,10046.4,10395,10771.3,11451.8,12215.8,12352,12675.5,13191.3,13472.6,11045.7,13964.7
23000,Maine,1,Personal consumption expenditures,25469.3,27079.5,29050.6,31167.4,32939.3,34841.6,36845,39036.5,41243.5,43103.6,44724.5,46030.3,45876.9,47321.9,48867.6,49379.4,50315.4,51947.7,53337.5,54847.8,57573.9,60063.3,62018.3,61370.5,69379.8
23000,Maine,9,      Food and beverages purchased for off-premises consumption,2425.2,2489.4,2655.9,2794.7,2929.9,3002.8,3105.4,3248.1,3421.6,3558.6,3704.3,3859,3988.5,4045.3,4107.9,4225.4,4303.1,4475.6,4493.1,4591.7,4781.9,4967.7,5205.8,5739.3,6174
23000,Maine,10,      Clothing and footwear,1079.2,1122.9,1177.1,1212.7,1203.8,1212.1,1210,1258.6,1283,1309.3,1311.2,1291.1,1254.3,1277.4,1263.5,1266.2,1280.6,1292.5,1294.3,1300.4,1284.9,1297.9,1317.6,1165.3,1563.4
23000,Maine,13,  Services,16258.4,17321.5,18336.2,19779,20998.3,22283.1,23633.3,25063.4,26598.6,27947.6,29014.1,30118.6,30608.5,31474.6,32450.1,32887.1,33455.9,34467,35912.7,37062.8,38916.2,40515.6,41829.1,40206.2,44392.8
23000,Maine,19,      Food services and accommodations,1534.9,1600.1,1693.3,1854.9,1918.6,2037.3,2173.5,2330.2,2430.9,2561,2625.1,2679.6,2697.3,2831.4,2914.8,3010.5,3129.9,3314.4,3509.6,3696.1,3953.3,4177,4383.6,3429.7,4691.8
24000,Maryland,1,Personal consumption expenditures,113678.5,120663,128678.1,139635.9,147369.6,153857.9,162394.9,173206.7,185347.9,196527.3,205423.4,211304,209063.7,216188.5,224838.8,230805.7,235458.2,242928.8,248999.3,255458.3,263787.1,273782.2,280092.2,269486.2,299934.1
24000,Maryland,9,      Food and beverages purchased for off-premises consumption,9311.5,9588.7,9974.7,10578.2,11051.2,11180.5,11621.4,12227.3,12861.7,13505.9,14107.2,14533.1,14617.6,15030.8,15624.3,15797.7,15957.7,16367.3,16423.4,16539.7,16912.5,17171,17383.1,18734.4,20129.7
24000,Maryland,10,      Clothing and footwear,5189.6,5566.1,5794,5971.1,6021.8,6000.1,5986.7,6354.8,6720.8,6942.6,6839.7,6652.7,6446.2,6569.2,6820.5,7078.4,7064.1,7199.3,7347.6,7233.8,7325,7404.2,7421,6379.5,8599.9
24000,Maryland,13,  Services,72130.9,76575.2,81442.5,88518.2,94126.3,98915.1,104960.5,111478.9,120268.6,128404.4,135585.6,143239,144473.7,148945.1,154367.2,157731.4,162084.3,168172,173604.9,179685.8,185766.8,193431,198168.9,185507.5,199747.4
24000,Maryland,19,      Food services and accommodations,6608.3,6881,7376.5,7710.1,8177.8,8563.5,8972,9733.2,10487.9,11268.3,11900.5,12367.8,12307.6,12619.5,13138.4,13813.2,14257.1,14904.4,15922.8,16782.3,17805.7,18564.5,19412.8,15063.1,19189.8
25000,Massachusetts,1,Personal consumption expenditures,153441.6,163603.5,174741.3,189001.7,199043.3,206134.2,217838.8,230487.3,242903.3,254673.5,262980.3,271408.7,267918.4,277047.6,286855.8,294778.2,302529.2,315612.4,327178.8,337983,350641.3,364342.8,376243.6,360537.9,408831.8
25000,Massachusetts,9,      Food and beverages purchased for off-premises consumption,12150.3,12453.6,13513.2,14064.7,14779.9,15148,15334.3,16431.6,17035.9,17696.7,18416.9,19131.6,19224.3,19536.1,20562.4,21337.9,21720.4,22558.2,23041.4,23632.2,24827.2,25265.3,26022.2,27816,29483.4
25000,Massachusetts,10,      Clothing and footwear,7452.3,7741.8,8125.8,8464.6,8413.2,8089.9,8422.5,8806.7,8997.7,8565.3,8606,8653.9,8356.5,8590.8,8600.5,8866,8938.6,8967,9149.5,9398.6,9303.6,9438.7,9570.5,7982.2,10649
25000,Massachusetts,13,  Services,101305.8,109044.4,115360.6,125033.4,132867,138362.7,146887.7,154541.8,163077.8,173703,180687.8,188748,188997.5,195106.1,201477.4,207439.5,213444,223805.9,234040.6,242930.9,251299.4,261817,270644.3,252519.4,283435.3
25000,Massachusetts,19,      Food services and accommodations,9623.1,10280.4,10778.2,11628.4,11966.1,12290.7,12955.7,13801.9,14405,15127.7,15789.2,16351.5,16171.6,16826.3,17678,18555.1,19279.3,20294.5,21671.4,22821.3,23914,24944.8,26485,19164.1,25520.4
26000,Michigan,1,Personal consumption expenditures,193173.8,202963.9,216244.2,229744.6,237983.4,245855.3,255035.6,266385,276927.9,285612,293658.7,301720.7,296896.8,308262,321336.1,332018.7,341805.2,356075.1,367102.3,380298.5,394195.6,411741,422231.1,411989.1,458227.3
26000,Michigan,9,      Food and beverages purchased for off-premises consumption,17757.5,18087.8,19140.3,19726.5,20482.7,20747,21135,22004.4,22112.9,22316.8,22920,23572.7,23933.7,24254.6,25058.1,25811.9,26039.3,26961.4,27613.7,28701,30196.9,30937.9,31818.1,34566.2,36522.7
26000,Michigan,10,      Clothing and footwear,8786.4,9029.6,9461.9,9610.5,9379.4,9202.1,9233.7,9285.4,9236.3,9176,8966.6,8788.2,8554.6,8891.5,9063,9311.6,9383.6,9568.1,9785.2,9973.7,10025.7,10295.9,10416.7,9534.1,12404.5
26000,Michigan,13,  Services,120540.3,127379.1,134200.9,143386.4,150155.3,156561.2,164396,172561.4,181855.1,189059.8,196344.3,203502.3,203684.7,211159.9,218130,226328.2,233671,243853.1,253260.1,263557,271722.3,283823.3,291368.9,277467.2,300446.3
26000,Michigan,19,      Food services and accommodations,10934.9,11470.9,11891.4,12375.8,12766.1,13254.6,13657.5,14229,14581.5,14911.7,15581.1,15820.2,15721,16400,17603.9,18627.6,19035.8,19884.6,21318.5,22209.7,23232.9,24278.2,24829.7,19465.2,24845.1
27000,Minnesota,1,Personal consumption expenditures,108043.5,114003.3,122946.8,133478.9,139611.9,145385.1,152735.8,161790.3,168509.1,175205.4,181917.6,187705.5,185062.7,191752.6,200586.6,205790.5,211496.6,219265.3,224669.9,231656.7,242602.3,254964.5,261626.8,252088,277462
27000,Minnesota,9,      Food and beverages purchased for off-premises consumption,8696,9030.5,9669.4,10218.9,10824.7,11146,11341.3,11569.8,11805.3,11982.3,12248.5,12854.9,13088.1,13350.2,14019.2,14633,14679,14948.6,15122.1,15228.3,15554.8,16076.6,16339.4,17478.6,18342.5
27000,Minnesota,10,      Clothing and footwear,4432.8,4604,4752.6,4957.2,5037.2,5098.6,5270.7,5545.9,5594.3,5550,5514.7,5534.4,5343.2,5563.6,5741.7,5898.3,6018.3,6180.3,6356.2,6454.6,6476.3,6587.4,6510.6,5948.2,7588.9
27000,Minnesota,13,  Services,69714.6,73556.6,78684.6,85600,89844,93952.3,99376.6,105354.4,110744.6,116272.4,121363.8,126260.8,126483.5,130590.5,135336.1,138979.1,143786.9,150272.6,155622.2,161899.8,169959.6,178831,184242.8,172574.4,185560.2
27000,Minnesota,19,      Food services and accommodations,5895,6275.6,6654,7274.1,7511,7842.4,8311.9,8838,9279.9,9798.7,10188.1,10423,10301.5,10553.2,11196.4,11663.1,11812.6,12246.4,13013.9,13446.7,13871.2,14409,14828.5,11283.8,14794.2
28000,Mississippi,1,Personal consumption expenditures,42091.6,44360.1,47346,50425.5,52806.8,55229,58012.3,61585.4,65218.2,69476.8,72541.6,75231.4,74218.5,77274.3,80119.2,81997.1,83682.6,85903.7,87674,89429.6,91438.6,94757.2,96481.6,96324.6,107510.2
28000,Mississippi,9,      Food and beverages purchased for off-premises consumption,4456.9,4539.8,4759,4890.9,5042.2,5056.3,5275.7,5595.3,5922.7,6301,6359.7,6709.2,6895.9,7030.8,7281,7426.7,7523.8,7734.6,7889.2,7972.8,8151.6,8335.5,8557.9,9353.7,9723.1
28000,Mississippi,10,      Clothing and footwear,1884.4,1987.6,2166.5,2186.8,2170,2201.8,2253.2,2333.7,2426.8,2503.9,2508.5,2518.4,2482.5,2550.5,2617.6,2651.7,2664.1,2779.1,2810.4,2910.5,2894,2924.9,2905.2,2800.9,3563.7
28000,Mississippi,13,  Services,25427.6,26912.1,28228,30351.2,32190.1,34061.5,35727.8,37885.2,39891.9,42269.2,44696.4,47061,47436.9,49084.2,50327.6,51454.8,52481.6,53911.4,55673.5,57124.4,58308.2,60591.8,61904.5,59817.7,64976
28000,Mississippi,19,      Food services and accommodations,2420.1,2574.9,2768.5,2974.1,3036.2,3280.7,3523.2,3768.9,3981.4,4215.2,4437.6,4609.4,4612.4,4769.2,4987.9,5160.9,5259.6,5473,5766.8,5953.6,6148.9,6345.7,6531,6019,7578.5
29000,Missouri,1,Personal consumption expenditures,110300.5,116459.1,123770.1,132309.2,138209.1,143904.1,150615.7,157708.8,165853.4,172244.1,180296.9,187734,185870.7,192047.2,199787,206125.9,210048.6,215633.7,220991.6,226589.2,235073.2,244720.6,251601.3,246982.5,277505.7
29000,Missouri,9,      Food and beverages purchased for off-premises consumption,9316.3,9513.7,9840.3,10034,10321.1,10719.5,11070.2,11671.4,12328.4,12566.1,13261.4,14003.1,14477.1,14780.2,15195.6,15484.1,15489.2,15771.4,15938,16283.1,16733.9,17101.8,17497.5,18942.5,20312.2
29000,Missouri,10,      Clothing and footwear,4337.4,4448.8,4583.1,4642.4,4683.7,4842.6,5005.7,5042.4,5185.6,5328.3,5282.2,5232.1,5200.2,5210.2,5435.3,5564.8,5567.2,5737.3,5866.1,5966.9,5994.6,6026.6,6068.5,5782,7507.8
29000,Missouri,13,  Services,67956.8,72174.6,76248.1,82237.1,86503.8,89859.8,94376.3,99246.4,104679.8,109255.9,115514.6,121456.3,122425,126437.5,130463.6,134903.5,138599.6,143136.2,148663.6,153443.7,159261.7,166238.3,172000.5,164654.9,179349.1
29000,Missouri,19,      Food services and accommodations,6749.4,7090.1,7421.3,7847.9,8065.6,8454.2,8882.1,9420.5,10021.6,10534.6,11105.7,11395.5,11506.2,11932.5,12250.9,12561.7,12955.5,13395.5,13907.2,14332.6,14845.7,15378.6,15963.8,13854.3,17864.6
30000,Montana,1,Personal consumption expenditures,16222.7,17118.3,18215.3,19466.4,20467.8,21614.6,22937.4,24595.4,26411.6,28410.5,30401.4,31863.8,31197.4,32496.5,34051.5,35286.3,36371.4,37675.5,38950.7,39938.1,41772.8,43983.6,45496.2,46022,52880
30000,Montana,9,      Food and beverages purchased for off-premises consumption,1633.4,1715.2,1776.7,1793,1832.3,1919.8,2054,2182.9,2317.7,2509.6,2742.1,2884,2903.2,2907.8,3042.9,3162.8,3201.8,3353.8,3426,3449.7,3518.1,3663.1,3760.9,4048.5,4384.7
30000,Montana,10,      Clothing and footwear,572.9,571.5,601.8,614.4,625.5,650.5,684.4,722,757.9,799.8,833.8,830.4,804.1,837.6,864,887.2,900.3,926.1,944,957,969.1,960.9,961.5,948.4,1285.4
30000,Montana,13,  Services,10191.7,10833,11439.6,12238.3,12898.4,13537.9,14341.5,15250.6,16408.7,17579.1,18538.5,19525,19733.7,20597,21541,22346.7,23222.5,24103.8,25375.5,26408.5,27868.9,29418.4,30710.4,30172.6,33646.5
30000,Montana,19,      Food services and accommodations,1097,1135.9,1184.5,1279.4,1310.1,1392.6,1474.1,1580.6,1694.7,1817.6,1948.8,2028.8,2006.1,2046.8,2156.6,2277.5,2370.1,2483.6,2660,2750.2,2832.8,2963.8,3081.8,2693.9,3644.1
31000,Nebraska,1,Personal consumption expenditures,32233.8,34003.8,36273.8,38873.2,40478.2,41678.9,44041.8,47080.7,49903.2,52449.4,55161.1,57248.2,56531,59208.8,62178.1,64303.6,65983,68396.8,70358.7,72773.2,75468.6,78604,80567.6,80058.2,90703.4
31000,Nebraska,9,      Food and beverages purchased for off-premises consumption,2853,2905.2,3044.3,3152.7,3256.2,3281.4,3385.9,3664.3,3815.1,3963,4234,4436.4,4454.2,4465.3,4597,4731.3,4801.7,5081.3,5258.4,5420.3,5555.9,5695.6,5851.6,6368.7,6828.2
31000,Nebraska,10,      Clothing and footwear,1330.1,1375.1,1420.8,1463.7,1452,1423.5,1464.3,1523.7,1570.2,1581.1,1605.5,1594.5,1586.1,1639.9,1701.1,1728.1,1747.9,1811.9,1842.1,1885,1891.2,1905.3,1880.2,1781.7,2254.4
31000,Nebraska,13,  Services,19722.5,21091.8,22440,24370.3,25545.2,26435.4,27887.7,29600.2,31469.4,33102.5,34634.7,36270.6,36616.8,38106.5,39712.1,41126.9,42449.4,44387.5,46476.1,48472.6,50541.8,52714.9,54244,52453.5,57771
31000,Nebraska,19,      Food services and accommodations,1954.8,2043.7,2168,2312.8,2333.4,2363.5,2495.8,2679.1,2829.7,2972.1,3109.3,3203.9,3233,3323.4,3448.6,3612,3702.4,3886.6,4139.5,4350.2,4464.7,4626,4737.8,4174.1,5307.6
32000,Nevada,1,Personal consumption expenditures,38853.3,41657.4,46167.1,50610.4,53759.1,57068.2,61293.1,67769.6,74539.1,80749.5,85769.9,87424.9,83352.3,85190.2,88441.1,91188.8,94099.5,98451.3,102663.7,106878.1,113091,120099.8,125722.2,124030.6,140947
32000,Nevada,9,      Food and beverages purchased for off-premises consumption,3621.7,3724.7,4058.3,4329.4,4615.7,4712.4,5095.7,5651.2,5990.3,6589.7,7050.7,7309.3,7165.7,7116.7,7338.9,7538.8,7787,8275.5,8679.5,8920,9338.3,9688.3,10098.1,11079.1,11896.1
32000,Nevada,10,      Clothing and footwear,1201,1345.4,1551.1,1584.8,1639.6,1682.9,1864.9,2102.2,2338.5,2526.6,2629.5,2697.6,2559.9,2745.3,2958.4,3086.1,3192.5,3337.1,3388.9,3393.2,3403.8,3524.8,3636.7,3155.2,4239
32000,Nevada,13,  Services,25199.6,27037.5,29558.8,32531.5,34576.5,37068.9,39545.7,43183.7,47320.1,51380.9,55713.4,57739.9,56371.3,57467.6,59006.4,60533.3,61941.9,64437.9,67644,70856.3,75060.3,79916,84133.5,80533.1,89673.1
32000,Nevada,19,      Food services and accommodations,2607.6,2761.9,3107.2,3451.4,3488.2,3615.4,3926.1,4414.4,4969.6,5430.6,5748.5,5778.5,5434.8,5663.8,6042.4,6254.6,6623.5,7080.7,7658.6,8080.5,8569,8957.4,9480.1,7287.9,9774.7
33000,New Hampshire,1,Personal consumption expenditures,27596.3,29637.2,31960.8,34584.7,36600.3,38501,41145.6,43750.6,46421.1,48689.4,50566.6,52039.9,51614.7,53359.9,54909.1,56107.2,57580.1,59480.9,61532,63683.9,66455.7,69494.4,71883,71131.4,78793.9
33000,New Hampshire,9,      Food and beverages purchased for off-premises consumption,2599.1,2650.4,2824.4,3004.4,3153.6,3240.2,3366.4,3596.1,3667.6,3789.7,3912.2,4079.3,4094.7,4177.7,4334.2,4493.8,4614.3,4704.7,4715.8,4863,5078.2,5198.1,5367.7,5849,6113.8
33000,New Hampshire,10,      Clothing and footwear,1454,1515.2,1590.4,1630.5,1638.8,1648.2,1686.7,1758.1,1783.1,1797.8,1716.9,1666,1573.6,1630.1,1601.8,1681.5,1754.5,1807.1,1815.7,1838,1825.6,1852.2,1869,1662.8,2214.2
33000,New Hampshire,13,  Services,17406.6,18879.7,20237.5,22086.3,23506.5,24837.6,26540.7,28278.3,30283.5,32099,33659.8,35129.2,35661.1,36773.6,37670.8,38341.1,39176.9,40450.7,42396.9,44279.4,46334.5,48629.5,50508.4,48711.3,52602.6
33000,New Hampshire,19,      Food services and accommodations,1611.6,1718,1805.3,1955.5,2044.4,2148.5,2286.8,2464.9,2572.9,2697.5,2770.1,2799.3,2818.8,2902.4,3004.5,3114,3211.7,3370.6,3579.8,3716.8,3854.4,4046.9,4211.1,3579.4,4607.7
34000,New Jersey,1,Personal consumption expenditures,192898.9,205456,219538.6,236810.5,249301.3,261664.4,277140.7,293198.3,309869,325927.2,338978.1,348370.1,341956.3,351425.5,361742.9,372222.5,380191.6,392156.7,401477.9,412421,423288.3,443243.8,457257.1,447693.8,506908.8
34000,New Jersey,9,      Food and beverages purchased for off-premises consumption,15555.3,16154.3,17284.3,18326.9,19358.2,19952.2,20869.2,21998.8,22868.7,23598.5,24639.2,25405.4,25151.3,25675.2,26392.4,26680.7,27098.7,27715.9,28187.5,28315.6,29008.5,29548.5,30713.9,33192.4,35587.8
34000,New Jersey,10,      Clothing and footwear,10504.9,10697.1,11271.6,11717,11447.3,11576.3,11735.2,11921.1,12303.6,12612.8,12899,12444.4,11837.5,12205.7,12558.4,13158,13330.5,13701.8,13902.9,14037.2,13897.3,14289.3,14568.6,11718.3,15999.5
34000,New Jersey,13,  Services,124358.2,133367.5,141300.7,152361.3,161029.4,169828.2,180606.9,191739,203426.3,213969.7,223647.1,234636.4,234358.7,239853,244777.4,252840.3,258292.1,267226.6,275179.6,285594.9,293405.4,308680.3,317526.7,305201.3,336062.1
34000,New Jersey,19,      Food services and accommodations,10078.7,10478.4,10943.1,11644.6,12137.8,12774.3,13662.5,14551.9,15397.5,16516.8,17063.3,17490.3,17175.4,17760.5,18323.2,19109.5,19928.5,21075.9,22064.3,23082.3,24043.5,25392,26381.6,20753.2,28098
35000,New Mexico,1,Personal consumption expenditures,30740.2,32468.8,34380,36468.1,38026,39645.7,41970.3,44924.5,48481.1,51732.1,54732.4,57150.9,56429.2,58626.1,60823.8,62270.7,63666.5,65847.2,67605.3,69085.3,71250,74540.8,75837.8,74388.6,84693.4
35000,New Mexico,9,      Food and beverages purchased for off-premises consumption,2860.3,2967.5,3143.9,3219.2,3279.1,3293.4,3498.9,3723.8,4006.3,4345.7,4668.1,4916.8,4976.1,5004.9,5232,5335.5,5443.1,5653.2,5860.4,5957,6044.9,6155.9,6233.4,6803.5,7338.4
35000,New Mexico,10,      Clothing and footwear,1182.6,1207.1,1269.9,1278.5,1314.5,1373.9,1455.4,1490,1492,1556,1604.6,1592.3,1582.1,1611.4,1626,1675.9,1690.5,1722.8,1736.9,1787,1783.4,1805.3,1807.6,1642.5,2183.7
35000,New Mexico,13,  Services,19070.5,20281.9,21313.7,22655.8,23905.5,25012.6,26446.6,28101.9,30462.7,32497.8,34337.8,36289.5,36958.6,38521.5,39541.4,40439.4,41349,42887.5,44465.1,45959,47562,49683,51368.6,49288.2,54619.9
35000,New Mexico,19,      Food services and accommodations,2217.7,2280.6,2358.6,2538.7,2628.3,2798.9,2979.9,3184.7,3398.3,3686,3863.9,4029.5,4099,4205.9,4336.3,4484.8,4661.1,4964.2,5208.3,5396.1,5505.9,5779,6007.5,4719.7,6285.1
36000,New York,1,Personal consumption expenditures,381635.8,406004.2,434642.2,467342,486283.5,504179.9,531530.1,563955.6,600786.2,633801.5,666993.2,691294.9,686876.2,714028.7,745776.5,769016.2,793263.1,831917.2,859339.4,887610.6,925248.7,975658.7,1010359.1,966027.5,1056366.2
36000,New York,9,      Food and beverages purchased for off-premises consumption,27690.1,28208.7,29700.6,30896.1,32418.3,33261.5,34502.3,36183.5,39158.8,40526.1,42117.3,43939,44426.1,46165.5,48351.9,50173.9,51667.1,53352.3,54709.1,55543.9,57599.8,60021.2,62591.2,67398.4,71346.8
36000,New York,10,      Clothing and footwear,18859.4,19606.5,20898.5,21637.8,21248.7,21332.9,21721.2,22405.4,23300.9,24578.9,24586.1,24185.7,22941.5,24365.4,26508.9,27447.1,27602.7,28158.2,28580,28890.1,28959,29912.7,30849.9,25254.6,31438.7
36000,New York,13,  Services,262879.9,281140.6,298789.4,321858.7,335763,348158,367914.4,389900.1,415388.1,439317.5,463994.8,486317.2,490761.3,508273.4,526933.6,543564.1,560568.1,589727.7,612417.8,637504.8,665242.1,702806.3,727311.6,676888.9,730060.7
36000,New York,19,      Food services and accommodations,22416.6,23579.8,25513.8,28131,27939.5,28816.2,30750,33342,35838.7,38699.3,41464.2,43534.6,42862.9,45460.5,48747.6,51479.4,53603.9,57084.9,60650.1,63976.2,68228.3,71911.5,75283,49537.9,66216
37000,North Carolina,1,Personal consumption expenditures,147629.3,156200.5,168624.2,181767.1,188665.1,194259.5,203839.7,217557.4,233842.1,248748.5,264574.3,273254,269612.2,281630.4,293542.8,304180.4,314202.1,327458.8,337936.4,350566.6,367513.6,388305.2,406984.1,407610.3,463814.9
37000,North Carolina,9,      Food and beverages purchased for off-premises consumption,13720.5,14109.2,15269.8,16091,16565.6,16774,17087.4,17756.5,19079.2,19827.4,21359.1,22537,22387.2,22853,23277.9,24991.8,25892,26813.5,27532.6,28087.6,29069.8,30106.2,31942.9,36129,38305.9
37000,North Carolina,10,      Clothing and footwear,6719.1,7047.7,7532.5,7867.3,7903.5,7566.6,7737.8,7935.9,8423.4,8765.5,9037.1,8756.2,8484.9,8825.3,9106.9,9350.8,9692.8,10000.2,10230.5,10563.1,10638.7,10947.7,11407.2,10669.7,14018.1
37000,North Carolina,13,  Services,88770.3,94343.9,100261.6,108439.9,114094.7,118587.7,125331,134029.5,143962.7,154073.6,164645.7,173121.2,175479.3,182709.6,189645.8,194972.4,200595.9,209276.8,218077.7,227902.8,239677.1,253550.1,266177,257449.7,285959.9
37000,North Carolina,19,      Food services and accommodations,9174.1,9662.6,10240,11103.2,11249.9,11784.5,12499.8,13567.5,14581.4,15763.9,17022.9,17564.2,17476,18161.5,18804.2,19755.7,20407.4,21540,23076.7,24274.2,25593.2,26856.4,28262.1,24323.4,31144.5
38000,North Dakota,1,Personal consumption expenditures,12002.4,12587.8,13190,13971,14725.9,15415.9,16264.8,17299.6,18379.5,19392.6,20527.1,21592.7,22215.9,23590.4,25806.9,28326.3,30418.9,32422.6,33195.7,32848.8,33017.3,34104.2,34788.1,33820.5,37338.5
38000,North Dakota,9,      Food and beverages purchased for off-premises consumption,1093.6,1098.9,1153.1,1181.1,1221.1,1266.4,1325.1,1406.1,1446.7,1513.7,1559.5,1636.5,1698.3,1732.5,1847.8,2033.8,2187.1,2253,2284.8,2284.2,2250.8,2273.4,2281.8,2419,2598.6
38000,North Dakota,10,      Clothing and footwear,554.1,569.4,562.6,566.4,562.5,567.9,579.4,589.7,614,669.8,689.7,723.3,702,760.4,828.8,938.8,974.8,1038.8,1047.6,1018.7,955.4,950.4,942.9,882.6,1138.3
38000,North Dakota,13,  Services,7558.6,8017,8376.3,8891.3,9406.1,9825.8,10353.7,10997,11728.9,12254.2,13013,13830.9,14462.4,15274.6,16643,18147.1,19677.7,21281.4,22224.7,22370.4,22678.7,23444.6,24099.2,22667.2,24538.3
38000,North Dakota,19,      Food services and accommodations,738.8,760.1,789.4,829.6,837.3,877.3,937.9,1007.9,1092,1179.1,1285.4,1370.8,1430.1,1522.5,1699.5,1982.6,2106.3,2252.7,2256.8,2134.3,2106.1,2168.4,2216.1,1779.5,2313.5
39000,Ohio,1,Personal consumption expenditures,218972.3,231078.7,244679.6,261025.6,271659.1,280788.5,293562.7,306342.4,320609.2,331271.8,344313.1,350208.5,344545.5,356615.9,370648.3,383185.7,393358.5,407208.5,419361.5,431492.2,446207.2,463184.2,474617.8,467691,519370.2
39000,Ohio,9,      Food and beverages purchased for off-premises consumption,19486.3,19779.7,20065.2,20955.8,21883.9,22520.8,23497,23784,24276.6,24612.5,25736.9,27118.2,27238.2,27827.4,29317.1,30581,31384.1,32612.2,33735,34583.8,36437.7,37074.5,37712.7,40649.5,43004.9
39000,Ohio,10,      Clothing and footwear,9511.4,9845.6,10117.6,10156.6,10056.5,9989,10069.1,10126.2,10220.3,10423.3,10337.1,9997.4,9583.4,9937,10224.9,10797.3,10892.4,11178.4,11290.6,11551.9,11579.9,11533.8,11491.9,10731.6,14167
39000,Ohio,13,  Services,134791.4,143363.2,151322.8,162292.1,171616.2,178235.6,187052.6,196589.9,208119.8,217004.4,225440.7,232526.4,232752.7,239605.8,245925.6,253769.6,260442.4,270356.3,280680.9,290831.8,299282.7,311568.5,320608.9,307018.4,332170.5
39000,Ohio,19,      Food services and accommodations,13735.7,14329.9,14843.5,15510.6,15887,16483.4,17167.2,17988.5,18544,19066.1,19913.8,20264.7,20107.3,20777.2,21832,23088.9,23626.2,24455.6,25797.5,26377.2,26966.4,28005.7,28949.5,25022.5,31757
40000,Oklahoma,1,Personal consumption expenditures,56738.4,59763.6,63402.6,67647.7,70755.9,72822,76708.2,80825.1,86850.6,92783,97879.7,102544,100907.1,105507.6,110821.1,114604.4,117649.8,122016,124016.6,126280.4,129563.3,135975.2,138817,138003.6,154084
40000,Oklahoma,9,      Food and beverages purchased for off-premises consumption,5010.6,5033.4,5194.7,5320.4,5425.5,5387.5,5573.5,5799.8,6160.6,6466.9,6848.8,7239.7,7456.7,7591.2,7907.2,8093.2,8262.7,8522.5,8675.5,8767.2,8970.3,9211.5,9442,10339.4,10987.4
40000,Oklahoma,10,      Clothing and footwear,2543.7,2573.6,2696.7,2860.3,2872.5,2879.8,2957.6,3023.6,3198.1,3369.1,3427.3,3441.6,3396.5,3507.3,3677.3,3819.9,3818.9,3937.3,4062.5,4192.3,4161.2,4271.9,4367.4,4225.3,5290.4
40000,Oklahoma,13,  Services,34307.5,36558.6,38663,41322.5,43693,45451.5,48036.2,50549.6,54325.8,57908.8,60991.9,64676.5,64682.2,67437.8,70218.4,72300.8,74215,77391.7,79534.1,81929.7,84400.7,88619.9,90932.5,87962.2,95506.7
40000,Oklahoma,19,      Food services and accommodations,3446.3,3544.8,3698.6,3984.4,4098.9,4249.5,4389.3,4619.8,4963.7,5361.3,5640.9,6074.9,6344.5,6687.1,7165.3,7697.3,8017,8558.5,9138,9349.7,9648.7,10091.9,10285.3,9235.2,11620.1
41000,Oregon,1,Personal consumption expenditures,66805.9,70774.4,75645.5,80905.2,83903.8,87237.6,91496.6,97919.6,104621.6,111395.2,117423.1,120072.8,117703.1,121582,126218,129260.8,133292,139805.2,146766.3,153768.8,163272.2,172903.2,180302.5,179129.5,202876.8
41000,Oregon,9,      Food and beverages purchased for off-premises consumption,6352.5,6574,6853.8,7209.4,7568,7859.1,8293.4,9011.4,9494.3,10252.6,10930,11257,11124.3,11272.6,11716.9,12047.5,12318.7,12850.6,13277.7,13291.3,13683.3,14166.2,14730.5,16361.1,17427
41000,Oregon,10,      Clothing and footwear,2985.9,3059.3,3184.3,3211.8,3197.6,3212.3,3194.1,3413.7,3636.8,3872.4,3820.3,3654.4,3506.9,3675.8,3888.4,4055.4,4146.5,4297.2,4408,4464.5,4637.2,4853.4,5009.5,4772.6,6318.1
41000,Oregon,13,  Services,41317.1,44196,46911.7,50554,53191.9,55721.3,58853.2,62654.2,66716.6,70767.7,75050.8,78360.6,78883,81374.3,83980.3,85751.7,88081.9,92419.6,98098.2,104027.5,110424.9,116817.9,122567.8,117831.8,130801.9
41000,Oregon,19,      Food services and accommodations,4507.1,4689.5,5001.8,5309.5,5413.3,5622.7,5980.8,6369.1,6894.2,7367.2,7788.7,7957.6,7712.4,7925.7,8301.5,8753.3,9140,9709.6,10601.4,11107.4,11876,12895,13511.3,10439.8,13029.1
