State,County_name,metro_status,farming,mining,manufacturing,government,recreation,non_specialized,low_education,low_employment,pop_loss,retirement_dest,persistent_poverty,persistent_child_poverty
FL,Sarasota,1,0,0.00,0,0,1,0,0,0,0,1,0,0
FL,Seminole,1,0,0.00,0,0,0,1,0,0,0,0,0,0
FL,Sumter,1,0,0.00,0,1,1,0,0,1,0,1,0,1
FL,Suwannee,0,0,0.00,0,0,0,1,0,1,0,1,0,1
FL,Taylor,0,0,0.00,1,1,0,0,1,1,0,1,0,1
FL,Union,0,0,0.00,0,0,0,1,1,1,0,1,0,0
FL,Volusia,1,0,0.00,0,0,0,1,0,0,0,1,0,0
FL,Wakulla,1,0,0.00,0,1,0,0,0,1,0,1,0,0
FL,Walton,1,0,0.00,0,0,1,0,0,1,0,1,0,1
FL,Washington,0,0,0.00,0,1,0,0,0,1,0,0,0,1
GA,Appling,0,0,0.00,0,0,0,1,0,0,0,0,0,1
GA,Atkinson,0,0,0.00,1,0,0,0,1,1,0,0,1,1
GA,Bacon,0,0,0.00,0,0,0,1,1,1,0,0,1,1
GA,Baker,1,1,0.00,0,0,0,0,0,1,0,0,1,1
GA,Baldwin,0,0,0.00,0,1,0,0,0,1,0,0,0,1
GA,Banks,0,0,0.00,0,0,0,1,0,0,0,1,0,0
GA,Barrow,1,0,0.00,0,0,0,1,0,0,0,1,0,0
GA,Bartow,1,0,0.00,1,0,0,0,0,0,0,1,0,0
GA,Ben Hill,0,0,0.00,1,0,0,0,0,1,0,0,1,1
GA,Berrien,0,0,0.00,0,0,0,1,1,1,0,1,0,1
GA,Bibb,1,0,0.00,0,0,0,1,0,1,0,0,0,1
GA,Bleckley,0,0,0.00,0,1,0,0,0,0,0,0,0,1
GA,Brantley,1,0,0.00,0,0,0,1,1,1,0,1,0,0
GA,Brooks,1,1,0.00,0,0,0,0,0,1,0,0,1,1
GA,Bryan,1,0,0.00,0,0,0,1,0,0,0,1,0,0
GA,Bulloch,0,0,0.00,0,1,0,0,0,0,0,0,1,1
GA,Burke,1,0,0.00,0,0,0,1,1,1,0,0,1,1
GA,Butts,1,0,0.00,0,0,0,1,1,1,0,1,0,0
GA,Calhoun,0,1,0.00,0,1,0,0,1,1,0,0,1,1
GA,Camden,0,0,0.00,0,1,0,0,0,0,0,1,0,0
GA,Candler,0,0,0.00,0,0,0,1,0,0,0,1,0,1
GA,Carroll,1,0,0.00,0,0,0,1,0,0,0,1,0,0
GA,Catoosa,1,0,0.00,0,0,0,1,0,0,0,1,0,0
GA,Charlton,0,0,0.00,0,0,0,1,1,1,0,1,0,0
GA,Chatham,1,0,0.00,0,0,0,1,0,0,0,0,0,1
GA,Chattahoochee,1,0,0.00,0,0,0,1,0,1,1,1,0,0
GA,Chattooga,0,0,0.00,1,0,0,0,1,1,0,0,0,0
GA,Cherokee,1,0,0.00,0,0,0,1,0,0,0,1,0,0
GA,Clarke,1,0,0.00,0,1,0,0,0,0,0,0,1,0
GA,Clay,0,0,0.00,0,1,0,0,1,1,1,0,1,1
GA,Clayton,1,0,0.00,0,0,0,1,0,0,0,0,0,0
GA,Clinch,0,0,0.00,1,0,0,0,1,1,0,0,1,1
GA,Cobb,1,0,0.00,0,0,0,1,0,0,0,0,0,0
GA,Coffee,0,0,0.00,0,0,0,1,1,1,0,0,0,1
GA,Colquitt,0,0,0.00,0,0,0,1,1,0,0,0,0,1
GA,Columbia,1,0,0.00,0,0,0,1,0,0,0,1,0,0
GA,Cook,0,0,0.00,0,0,0,1,1,0,0,0,0,1
GA,Coweta,1,0,0.00,0,0,0,1,0,0,0,1,0,0
GA,Crawford,1,0,0.00,0,0,0,1,1,0,0,0,0,0
GA,Crisp,0,0,0.00,0,0,0,1,1,1,0,1,1,1
GA,Dade,1,0,0.00,0,0,0,1,0,0,0,0,0,0
GA,Dawson,1,0,0.00,0,0,1,0,0,0,0,1,0,0
GA,Decatur,0,0,0.00,0,0,0,1,0,1,0,0,1,1
GA,DeKalb,1,0,0.00,0,0,0,1,0,0,0,0,0,0
GA,Dodge,0,0,0.00,0,1,0,0,0,1,0,0,0,0
GA,Dooly,0,0,0.00,1,0,0,0,1,1,0,1,1,1
GA,Dougherty,1,0,0.00,0,1,0,0,0,1,1,0,1,1
GA,Douglas,1,0,0.00,0,0,0,1,0,0,0,0,0,0
GA,Early,0,0,0.00,1,1,0,0,0,1,0,0,1,1
GA,Echols,1,0,0.00,0,0,0,1,1,1,0,0,0,0
GA,Effingham,1,0,0.00,1,0,0,0,0,0,0,1,0,0
GA,Elbert,0,0,0.00,1,0,0,0,1,1,0,0,0,1
GA,Emanuel,0,0,0.00,1,0,0,0,1,1,0,0,1,1
GA,Evans,0,0,0.00,1,0,0,0,1,1,0,1,1,1
GA,Fannin,0,0,0.00,0,0,1,0,0,1,0,1,0,0
GA,Fayette,1,0,0.00,0,0,0,1,0,0,0,0,0,0
GA,Floyd,1,0,0.00,0,0,0,1,1,1,0,0,0,0
GA,Forsyth,1,0,0.00,0,0,0,1,0,0,0,1,0,0
GA,Franklin,0,0,0.00,0,0,0,1,1,1,0,0,0,0
GA,Fulton,1,0,0.00,0,0,0,1,0,0,0,0,0,1
GA,Gilmer,0,0,0.00,0,0,1,0,1,1,0,1,0,0
GA,Glascock,0,0,0.00,0,0,0,1,0,0,0,0,0,0
GA,Glynn,1,0,0.00,0,1,1,0,0,0,0,0,0,1
GA,Gordon,0,0,0.00,1,0,0,0,1,0,0,1,0,0
GA,Grady,0,0,0.00,0,0,0,1,1,1,0,0,1,1
GA,Greene,0,0,0.00,0,0,1,0,1,1,0,1,1,1
GA,Gwinnett,1,0,0.00,0,0,0,1,0,0,0,0,0,0
GA,Habersham,0,0,0.00,1,0,0,0,0,1,0,1,0,0
GA,Hall,1,0,0.00,1,0,0,0,1,0,0,1,0,0
GA,Hancock,0,0,0.00,0,1,0,0,1,1,0,0,1,1
GA,Haralson,1,0,0.00,1,0,0,0,1,1,0,0,0,0
GA,Harris,1,0,0.00,0,0,1,0,0,0,0,1,0,0
GA,Hart,0,0,0.00,0,0,0,1,0,1,0,1,0,0
GA,Heard,1,0,0.00,0,0,0,1,1,1,0,0,0,0
GA,Henry,1,0,0.00,0,0,0,1,0,0,0,1,0,0
GA,Houston,1,0,0.00,0,1,0,0,0,0,0,0,0,0
GA,Irwin,0,1,0.00,0,0,0,0,1,1,0,0,0,1
GA,Jackson,0,0,0.00,1,0,0,0,0,0,0,1,0,0
GA,Jasper,1,0,0.00,0,0,0,1,0,0,0,0,0,0
GA,Jeff Davis,0,0,0.00,1,0,0,0,0,1,0,1,0,1
GA,Jefferson,0,0,0.00,0,0,0,1,1,1,1,0,1,1
GA,Jenkins,0,0,0.00,0,0,0,1,1,1,0,0,1,1
GA,Johnson,0,0,0.00,0,1,0,0,1,1,0,0,1,1
GA,Jones,1,0,0.00,0,0,0,1,0,0,0,0,0,0
GA,Lamar,1,0,0.00,0,1,0,0,0,1,0,1,0,0
GA,Lanier,1,0,0.00,0,0,0,1,1,1,0,1,0,1
GA,Laurens,0,0,0.00,0,1,0,0,0,1,0,0,0,1
GA,Lee,1,0,0.00,0,0,0,1,0,0,0,0,0,0
GA,Liberty,1,0,0.00,0,1,0,0,0,0,0,1,0,0
GA,Lincoln,1,0,0.00,0,0,1,0,0,1,0,0,0,0
GA,Long,1,0,0.00,0,0,0,1,0,1,0,1,0,1
GA,Lowndes,1,0,0.00,0,0,0,1,0,0,0,0,0,1
GA,Lumpkin,0,0,0.00,0,1,0,0,0,0,0,1,0,0
GA,McDuffie,1,0,0.00,1,0,0,0,1,0,0,0,0,1
GA,McIntosh,1,0,0.00,0,0,1,0,0,1,0,1,0,0
GA,Macon,0,0,0.00,1,0,0,0,1,1,0,0,1,1
GA,Madison,1,0,0.00,0,0,0,1,1,1,0,0,0,0
GA,Marion,1,0,0.00,1,0,0,0,1,1,0,1,1,1
GA,Meriwether,1,0,0.00,0,1,0,0,1,1,0,0,0,1
GA,Miller,0,1,0.00,0,0,0,0,0,1,0,0,0,1
GA,Mitchell,0,0,0.00,1,0,0,0,1,1,0,0,1,1
GA,Monroe,1,0,0.00,0,1,0,0,0,0,0,1,0,0
GA,Montgomery,0,0,0.00,0,0,0,1,0,1,0,1,0,1
GA,Morgan,1,0,0.00,0,0,0,1,0,0,0,1,0,0
GA,Murray,1,0,0.00,1,0,0,0,1,1,0,0,0,0
GA,Muscogee,1,0,0.00,0,0,0,1,0,0,0,0,0,1
GA,Newton,1,0,0.00,1,0,0,0,0,0,0,1,0,0
GA,Oconee,1,0,0.00,0,0,0,1,0,0,0,1,0,0
GA,Oglethorpe,1,1,0.00,0,0,0,0,0,0,0,0,0,0
GA,Paulding,1,0,0.00,0,0,0,1,0,0,0,1,0,0
GA,Peach,1,0,0.00,1,1,0,0,0,0,0,0,1,1
GA,Pickens,1,0,0.00,0,0,1,0,0,0,0,1,0,0
GA,Pierce,0,0,0.00,0,0,0,1,0,1,0,1,0,1
GA,Pike,1,0,0.00,0,0,0,1,0,0,0,1,0,0
GA,Polk,0,0,0.00,1,0,0,0,1,1,0,0,0,0
GA,Pulaski,1,0,0.00,0,0,0,1,1,1,0,1,0,0
GA,Putnam,0,0,0.00,0,0,1,0,0,0,0,0,0,0
GA,Quitman,0,0,0.00,0,0,0,1,1,1,0,0,1,1
GA,Rabun,0,0,0.00,0,0,1,0,0,1,0,0,0,0
GA,Randolph,0,0,0.00,0,0,0,1,0,1,1,1,1,1
GA,Richmond,1,0,0.00,0,1,0,0,0,1,0,0,0,1
GA,Rockdale,1,0,0.00,0,0,0,1,0,0,0,0,0,0
GA,Schley,0,0,0.00,1,0,0,0,1,0,0,1,0,1
GA,Screven,0,0,0.00,1,0,0,0,0,1,0,0,1,1
GA,Seminole,0,1,0.00,0,0,0,0,0,1,0,0,1,1
GA,Spalding,1,0,0.00,0,0,0,1,1,1,0,0,0,1
GA,Stephens,0,0,0.00,0,0,0,1,0,0,0,0,0,0
GA,Stewart,0,0,0.00,0,1,0,0,1,1,0,0,1,1
GA,Sumter,0,0,0.00,0,1,0,0,0,0,0,0,1,1
GA,Talbot,0,0,0.00,0,0,0,1,0,1,0,0,1,1
GA,Taliaferro,0,0,0.00,0,0,0,1,1,1,0,0,1,1
GA,Tattnall,0,0,0.00,0,1,0,0,1,1,0,1,1,1
GA,Taylor,0,0,0.00,0,0,0,1,1,1,0,0,1,1
GA,Telfair,0,0,0.00,1,0,0,0,1,1,0,1,1,1
GA,Terrell,1,0,0.00,0,0,0,1,1,1,0,0,1,1
GA,Thomas,0,0,0.00,0,0,0,1,0,1,0,0,0,1
GA,Tift,0,0,0.00,0,0,0,1,0,0,0,0,0,1
GA,Toombs,0,0,0.00,0,0,0,1,0,0,0,0,1,1
GA,Towns,0,0,0.00,0,0,1,0,0,1,0,1,0,0
GA,Treutlen,0,0,0.00,0,0,0,1,1,1,0,0,1,1
GA,Troup,0,0,0.00,1,0,0,0,0,0,0,0,0,1
GA,Turner,0,0,0.00,0,0,0,1,1,1,0,0,1,1
GA,Twiggs,1,0,1.00,0,0,0,0,0,1,0,0,0,1
GA,Union,0,0,0.00,0,0,1,0,0,1,0,1,0,0
GA,Upson,0,0,0.00,0,0,0,1,0,1,0,0,0,0
GA,Walker,1,0,0.00,1,0,0,0,0,1,0,1,0,0
GA,Walton,1,0,0.00,0,0,0,1,0,0,0,1,0,0
GA,Ware,0,0,0.00,0,0,0,1,0,1,0,0,1,1
GA,Warren,0,0,0.00,0,0,0,1,1,1,0,0,1,1
GA,Washington,0,0,0.00,0,1,0,0,0,1,0,0,1,1
GA,Wayne,0,0,0.00,0,1,0,0,0,1,0,0,0,1
GA,Webster,0,0,0.00,1,0,0,0,0,0,0,0,0,1
GA,Wheeler,0,0,0.00,0,0,0,1,1,1,0,0,1,1
GA,White,0,0,0.00,0,0,1,0,0,0,0,1,0,0
GA,Whitfield,1,0,0.00,1,0,0,0,1,0,0,0,0,0
GA,Wilcox,0,1,0.00,0,1,0,0,1,1,0,1,1,1
GA,Wilkes,0,0,0.00,0,0,0,1,1,1,0,0,0,1
GA,Wilkinson,0,0,1.00,0,0,0,0,0,1,1,0,0,1
GA,Worth,1,1,0.00,0,0,0,0,1,1,0,0,0,1
HI,Hawaii,0,0,0.00,0,1,1,0,0,0,0,1,0,0
HI,Honolulu,1,0,0.00,0,1,1,0,0,0,0,0,0,0
HI,Kalawao,1,0,0.00,0,0,1,0,0,0,0,0,0,0
HI,Kauai,0,0,0.00,0,0,1,0,0,0,0,0,0,0
HI,Maui,1,0,0.00,0,0,1,0,0,0,0,0,0,0
ID,Ada,1,0,0.00,0,0,0,1,0,0,0,1,0,0
ID,Adams,0,0,0.00,0,1,1,0,0,0,0,0,0,0
ID,Bannock,1,0,0.00,0,1,0,0,0,0,0,0,0,0
ID,Bear Lake,0,0,0.00,0,0,1,0,0,0,0,0,0,0
ID,Benewah,0,0,0.00,0,0,0,1,0,0,0,0,0,0
ID,Bingham,0,0,0.00,0,0,0,1,0,0,0,0,0,0
ID,Blaine,0,0,0.00,0,0,1,0,0,0,0,0,0,0
ID,Boise,1,0,0.00,0,1,1,0,0,1,0,0,0,0
ID,Bonner,0,0,0.00,0,0,1,0,0,1,0,0,0,0
ID,Bonneville,1,0,0.00,0,0,0,1,0,0,0,0,0,0
ID,Boundary,0,0,0.00,0,0,0,1,0,1,0,1,0,0
ID,Butte,1,0,0.00,0,0,0,1,0,0,1,0,0,0
ID,Camas,0,0,0.00,0,0,0,1,0,0,0,0,0,0
ID,Canyon,1,0,0.00,0,0,0,1,0,0,0,1,0,0
ID,Caribou,0,0,0.00,1,0,0,0,0,0,0,0,0,0
ID,Cassia,0,1,0.00,0,0,0,0,1,0,0,0,0,0
ID,Clark,0,1,0.00,0,0,0,0,1,0,0,0,0,0
ID,Clearwater,0,0,0.00,0,1,0,0,0,1,0,0,0,0
ID,Custer,0,0,1.00,0,0,1,0,0,0,0,0,0,0
ID,Elmore,0,0,0.00,0,0,0,1,0,0,0,0,0,0
ID,Franklin,1,1,0.00,0,0,0,0,0,0,0,1,0,0
ID,Fremont,0,0,0.00,0,1,1,0,0,0,0,0,0,0
ID,Gem,1,0,0.00,0,0,0,1,0,0,0,1,0,0
ID,Gooding,0,1,0.00,0,0,0,0,1,0,0,0,0,0
ID,Idaho,0,0,0.00,0,1,0,0,0,1,0,0,0,0
ID,Jefferson,1,1,0.00,0,0,0,0,0,0,0,0,0,0
ID,Jerome,0,1,0.00,0,0,0,0,1,0,0,0,0,0
ID,Kootenai,1,0,0.00,0,0,1,0,0,0,0,1,0,0
ID,Latah,0,0,0.00,0,1,0,0,0,0,0,0,0,0
ID,Lemhi,0,0,0.00,0,1,1,0,0,1,0,1,0,0
ID,Lewis,0,1,0.00,0,0,0,0,0,0,0,0,0,0
ID,Lincoln,0,1,0.00,0,0,0,0,1,0,0,0,0,0
ID,Madison,0,0,0.00,0,0,0,1,0,0,0,0,1,0
ID,Minidoka,0,1,0.00,0,0,0,0,1,0,0,0,0,0
ID,Nez Perce,1,0,0.00,0,0,0,1,0,0,0,0,0,0
ID,Oneida,0,1,0.00,0,0,0,0,0,0,0,0,0,0
ID,Owyhee,1,1,0.00,0,0,0,0,1,0,0,0,0,1
ID,Payette,0,0,0.00,0,0,0,1,0,0,0,0,0,0
ID,Power,0,1,0.00,1,0,0,0,0,0,0,0,0,0
ID,Shoshone,0,0,1.00,0,0,0,0,0,1,1,0,0,0
ID,Teton,0,0,0.00,0,0,1,0,0,0,0,1,0,0
ID,Twin Falls,0,0,0.00,0,0,0,1,0,0,0,1,0,0
ID,Valley,0,0,0.00,0,0,1,0,0,0,0,0,0,0
ID,Washington,0,0,0.00,0,0,0,1,0,0,0,1,0,0
IL,Adams,0,0,0.00,0,0,0,1,0,0,0,0,0,0
IL,Alexander,1,0,0.00,0,1,0,0,0,1,1,0,1,1
IL,Bond,1,0,0.00,0,1,0,0,0,0,0,0,0,0
IL,Boone,1,0,0.00,1,0,0,0,0,0,0,1,0,0
IL,Brown,0,0,0.00,0,0,0,1,0,1,0,0,0,0
IL,Bureau,0,0,0.00,0,0,0,1,0,0,1,0,0,0
IL,Calhoun,1,1,0.00,0,0,0,0,0,0,0,0,0,0
IL,Carroll,0,0,0.00,0,0,0,1,0,0,1,0,0,0
IL,Cass,0,0,0.00,1,0,0,0,0,0,0,0,0,0
IL,Champaign,1,0,0.00,0,1,0,0,0,0,0,0,0,0
IL,Christian,0,0,0.00,0,0,0,1,0,0,0,0,0,0
IL,Clark,0,0,0.00,1,0,0,0,0,0,0,0,0,0
IL,Clay,0,0,0.00,1,0,0,0,0,0,0,0,0,0
IL,Clinton,1,0,0.00,0,0,0,1,0,0,0,0,0,0
IL,Coles,0,0,0.00,0,1,0,0,0,0,0,0,0,0
IL,Cook,1,0,0.00,0,0,0,1,0,0,0,0,0,0
IL,Crawford,0,0,0.00,1,0,0,0,0,0,0,0,0,0
IL,Cumberland,0,0,0.00,0,0,0,1,0,0,0,0,0,0
IL,DeKalb,1,0,0.00,0,1,0,0,0,0,0,0,0,0
IL,De Witt,1,0,0.00,0,0,0,1,0,0,0,0,0,0
IL,Douglas,0,0,0.00,1,0,0,0,0,0,0,0,0,0
IL,DuPage,1,0,0.00,0,0,0,1,0,0,0,0,0,0
IL,Edgar,0,0,0.00,1,0,0,0,0,0,0,0,0,0
IL,Edwards,0,0,0.00,1,0,0,0,0,0,1,0,0,0
IL,Effingham,0,0,0.00,0,0,0,1,0,0,0,0,0,0
IL,Fayette,0,0,0.00,0,0,0,1,0,0,0,0,0,0
IL,Ford,1,0,0.00,0,0,0,1,0,0,1,1,0,0
IL,Franklin,0,0,0.00,0,0,0,1,0,1,0,0,0,0
IL,Fulton,0,0,0.00,0,0,0,1,0,1,0,0,0,0
IL,Gallatin,0,0,0.00,0,0,0,1,0,0,1,0,0,0
IL,Greene,0,1,0.00,0,0,0,0,0,0,1,0,0,0
IL,Grundy,1,0,0.00,0,0,0,1,0,0,0,0,0,0
IL,Hamilton,0,1,0.00,0,0,0,0,0,0,0,0,0,0
IL,Hancock,0,0,0.00,0,0,0,1,0,0,1,0,0,0
IL,Hardin,0,0,1.00,0,0,0,0,0,1,1,0,0,1
IL,Henderson,0,1,0.00,0,0,0,0,0,0,0,0,0,0
IL,Henry,1,0,0.00,0,0,0,1,0,0,1,0,0,0
IL,Iroquois,0,1,0.00,0,0,0,0,0,0,0,0,0,0
IL,Jackson,1,0,0.00,0,1,0,0,0,0,0,0,1,0
IL,Jasper,0,1,0.00,0,0,0,0,0,0,1,0,0,0
IL,Jefferson,0,0,0.00,0,0,0,1,0,0,0,0,0,0
IL,Jersey,1,0,0.00,0,0,0,1,0,0,0,0,0,0
IL,Jo Daviess,0,0,0.00,0,0,1,0,0,0,0,0,0,0
IL,Johnson,0,0,0.00,0,1,0,0,0,1,0,0,0,0
IL,Kane,1,0,0.00,0,0,0,1,0,0,0,0,0,0
IL,Kankakee,1,0,0.00,0,0,0,1,0,0,0,0,0,0
IL,Kendall,1,0,0.00,0,0,0,1,0,0,0,1,0,0
IL,Knox,0,0,0.00,0,0,0,1,0,0,1,0,0,0
IL,Lake,1,0,0.00,0,0,0,1,0,0,0,0,0,0
IL,La Salle,0,0,0.00,0,0,0,1,0,0,0,0,0,0
IL,Lawrence,0,0,1.00,0,0,0,0,1,1,0,0,0,0
IL,Lee,0,0,0.00,0,0,0,1,0,0,0,0,0,0
IL,Livingston,0,0,0.00,0,0,0,1,0,1,0,0,0,0
IL,Logan,0,0,0.00,0,0,0,1,0,1,0,0,0,0
IL,McDonough,0,0,0.00,0,1,0,0,0,0,1,0,0,0
IL,McHenry,1,0,0.00,0,0,0,1,0,0,0,0,0,0
IL,McLean,1,0,0.00,0,0,0,1,0,0,0,0,0,0
IL,Macon,1,0,0.00,1,0,0,0,0,0,1,0,0,0
IL,Macoupin,1,0,0.00,0,0,0,1,0,0,0,0,0,0
IL,Madison,1,0,0.00,0,0,0,1,0,0,0,0,0,0
IL,Marion,0,0,0.00,0,0,0,1,0,0,0,0,0,0
IL,Marshall,1,0,0.00,1,0,0,0,0,0,0,0,0,0
IL,Mason,0,0,0.00,0,0,0,1,0,0,1,0,0,0
IL,Massac,0,0,0.00,0,0,1,0,0,0,0,0,0,0
IL,Menard,1,1,0.00,0,0,0,0,0,0,0,0,0,0
IL,Mercer,1,0,0.00,0,0,0,1,0,0,1,0,0,0
IL,Monroe,1,0,0.00,0,0,0,1,0,0,0,1,0,0
IL,Montgomery,0,0,0.00,0,0,0,1,0,1,1,0,0,0
IL,Morgan,0,0,0.00,0,0,0,1,0,0,0,0,0,0
IL,Moultrie,0,0,0.00,1,0,0,0,0,0,0,1,0,0
IL,Ogle,0,0,0.00,0,0,0,1,0,0,0,0,0,0
IL,Peoria,1,0,0.00,0,0,0,1,0,0,0,0,0,0
IL,Perry,0,0,0.00,0,1,0,0,0,1,0,0,0,0
IL,Piatt,1,1,0.00,0,0,0,0,0,0,0,0,0,0
IL,Pike,0,0,0.00,0,0,0,1,0,0,1,0,0,0
IL,Pope,0,1,0.00,0,1,0,0,0,0,0,0,0,0
IL,Pulaski,0,0,0.00,0,1,0,0,0,1,1,0,1,1
IL,Putnam,0,0,0.00,1,0,0,0,0,0,0,0,0,0
IL,Randolph,0,0,0.00,1,0,0,0,0,1,1,0,0,0
IL,Richland,0,0,0.00,0,0,0,1,0,0,0,0,0,0
IL,Rock Island,1,0,0.00,0,0,0,1,0,0,0,0,0,0
IL,St. Clair,1,0,0.00,0,0,0,1,0,0,0,0,0,1
IL,Saline,0,0,1.00,0,0,0,0,0,1,0,0,0,0
IL,Sangamon,1,0,0.00,0,1,0,0,0,0,0,0,0,0
IL,Schuyler,0,0,1.00,0,0,0,0,0,0,0,0,0,0
IL,Scott,0,1,0.00,0,0,0,0,0,0,1,0,0,0
IL,Shelby,0,1,0.00,0,0,0,0,0,0,0,0,0,0
IL,Stark,1,1,0.00,0,0,0,0,0,0,1,0,0,0
IL,Stephenson,0,0,0.00,1,0,0,0,0,0,0,0,0,0
IL,Tazewell,1,0,0.00,1,0,0,0,0,0,0,0,0,0
IL,Union,0,0,0.00,0,1,0,0,0,1,0,0,0,0
IL,Vermilion,1,0,0.00,0,0,0,1,0,0,1,0,0,0
IL,Wabash,0,0,1.00,0,0,0,0,0,0,1,0,0,0
IL,Warren,0,0,0.00,1,0,0,0,0,0,1,0,0,0
IL,Washington,0,0,0.00,0,0,0,1,0,0,0,0,0,0
IL,Wayne,0,0,0.00,0,0,0,1,0,0,1,0,0,0
IL,White,0,0,1.00,0,0,0,0,0,0,1,0,0,0
IL,Whiteside,0,0,0.00,1,0,0,0,0,0,0,0,0,0
IL,Will,1,0,0.00,0,0,0,1,0,0,0,1,0,0
IL,Williamson,1,0,0.00,0,1,0,0,0,0,0,0,0,0
IL,Winnebago,1,0,0.00,1,0,0,0,0,0,0,0,0,0
IL,Woodford,1,0,0.00,1,0,0,0,0,0,0,0,0,0
IN,Adams,0,0,0.00,1,0,0,0,0,0,0,0,0,0
IN,Allen,1,0,0.00,0,0,0,1,0,0,0,0,0,0
IN,Bartholomew,1,0,0.00,1,0,0,0,0,0,0,0,0,0
IN,Benton,1,1,0.00,0,0,0,0,0,0,1,0,0,0
IN,Blackford,0,0,0.00,1,0,0,0,0,0,1,0,0,0
IN,Boone,1,0,0.00,0,0,0,1,0,0,0,0,0,0
IN,Brown,1,0,0.00,0,0,1,0,0,0,0,0,0,0
IN,Carroll,1,0,0.00,1,0,0,0,0,0,0,0,0,0
IN,Cass,0,0,0.00,1,0,0,0,0,0,0,0,0,0
IN,Clark,1,0,0.00,0,0,0,1,0,0,0,0,0,0
IN,Clay,1,0,0.00,1,0,0,0,0,0,0,0,0,0
IN,Clinton,0,0,0.00,1,0,0,0,0,0,0,0,0,0
IN,Crawford,0,0,0.00,0,0,0,1,0,1,0,0,0,1
IN,Daviess,0,0,0.00,0,0,0,1,1,0,0,0,0,0
IN,Dearborn,1,0,0.00,0,0,1,0,0,0,0,0,0,0
IN,Decatur,0,0,0.00,1,0,0,0,0,0,0,0,0,0
IN,DeKalb,0,0,0.00,1,0,0,0,0,0,0,0,0,0
IN,Delaware,1,0,0.00,0,1,0,0,0,0,1,0,0,0
IN,Dubois,0,0,0.00,1,0,0,0,0,0,0,0,0,0
IN,Elkhart,1,0,0.00,1,0,0,0,0,0,0,0,0,0
IN,Fayette,0,0,0.00,0,0,0,1,0,1,1,0,0,0
IN,Floyd,1,0,0.00,0,0,0,1,0,0,0,0,0,0
IN,Fountain,0,0,0.00,1,0,0,0,0,0,0,0,0,0
IN,Franklin,0,0,0.00,0,0,0,1,0,0,0,0,0,0
IN,Fulton,0,0,0.00,1,0,0,0,0,0,0,0,0,0
IN,Gibson,0,0,0.00,1,0,0,0,0,0,0,0,0,0
IN,Grant,0,0,0.00,1,0,0,0,0,1,1,0,0,0
IN,Greene,0,0,0.00,0,0,0,1,0,0,0,0,0,0
IN,Hamilton,1,0,0.00,0,0,0,1,0,0,0,1,0,0
IN,Hancock,1,0,0.00,0,0,0,1,0,0,0,0,0,0
IN,Harrison,1,0,0.00,0,0,1,0,0,0,0,0,0,0
IN,Hendricks,1,0,0.00,0,0,0,1,0,0,0,1,0,0
IN,Henry,0,0,0.00,0,0,0,1,0,1,0,0,0,0
IN,Howard,1,0,0.00,1,0,0,0,0,0,0,0,0,0
IN,Huntington,0,0,0.00,1,0,0,0,0,0,0,0,0,0
IN,Jackson,0,0,0.00,1,0,0,0,0,0,0,0,0,0
IN,Jasper,1,0,0.00,0,0,0,1,0,0,0,0,0,0
IN,Jay,0,0,0.00,1,0,0,0,0,0,0,0,0,0
IN,Jefferson,0,0,0.00,1,0,0,0,0,0,0,0,0,0
IN,Jennings,0,0,0.00,1,0,0,0,0,0,0,0,0,0
IN,Johnson,1,0,0.00,0,0,0,1,0,0,0,1,0,0
IN,Knox,0,0,0.00,0,1,0,0,0,0,1,0,0,0
IN,Kosciusko,0,0,0.00,1,0,0,0,0,0,0,0,0,0
IN,LaGrange,0,0,0.00,1,0,0,0,1,0,0,0,0,0
IN,Lake,1,0,0.00,0,0,0,1,0,0,0,0,0,0
IN,LaPorte,1,0,0.00,0,0,0,1,0,0,0,0,0,0
IN,Lawrence,0,0,0.00,0,0,0,1,0,0,0,0,0,0
IN,Madison,1,0,0.00,0,0,0,1,0,0,0,0,0,0
IN,Marion,1,0,0.00,0,0,0,1,0,0,0,0,0,0
IN,Marshall,0,0,0.00,1,0,0,0,0,0,0,0,0,0
IN,Martin,0,0,0.00,0,1,0,0,0,0,0,0,0,0
IN,Miami,0,0,0.00,0,1,0,0,0,1,0,0,0,0
IN,Monroe,1,0,0.00,0,1,0,0,0,0,0,0,0,0
IN,Montgomery,0,0,0.00,1,0,0,0,0,0,0,0,0,0
IN,Morgan,1,0,0.00,0,0,0,1,0,0,0,0,0,0
IN,Newton,1,0,0.00,0,0,0,1,0,0,0,0,0,0
IN,Noble,0,0,0.00,1,0,0,0,0,0,0,0,0,0
IN,Ohio,1,0,0.00,0,0,1,0,0,0,0,0,0,0
IN,Orange,0,0,0.00,0,0,1,0,0,0,0,0,0,0
IN,Owen,1,0,0.00,1,0,0,0,0,0,0,0,0,0
IN,Parke,0,0,0.00,0,1,0,0,0,1,0,0,0,0
IN,Perry,0,0,0.00,1,0,0,0,0,0,0,0,0,0
IN,Pike,0,0,1.00,0,0,0,0,0,0,0,0,0,0
IN,Porter,1,0,0.00,1,0,0,0,0,0,0,0,0,0
IN,Posey,1,0,0.00,1,0,0,0,0,0,0,0,0,0
IN,Pulaski,0,0,0.00,1,0,0,0,0,0,0,0,0,0
IN,Putnam,1,0,0.00,0,0,0,1,0,1,0,0,0,0
