census_year,county_name,state_name,urban,rural
2020,Camden,North Carolina,260,3859
2020,Carteret,North Carolina,39294,11552
2020,Caswell,North Carolina,15,10429
2020,Catawba,North Carolina,45985,24759
2020,Chatham,North Carolina,12414,21533
2020,Cherokee,North Carolina,0,17863
2020,Chowan,North Carolina,2361,4770
2020,Clay,North Carolina,0,7295
2020,Cleveland,North Carolina,17140,26490
2020,Columbus,North Carolina,2613,20820
2020,Craven,North Carolina,30346,16454
2020,Cumberland,North Carolina,123233,18942
2020,Currituck,North Carolina,3951,12038
2020,Dare,North Carolina,26112,8125
2020,Davidson,North Carolina,38395,36141
2020,Davie,North Carolina,5693,13060
2020,Duplin,North Carolina,0,23704
2020,Durham,North Carolina,138368,6191
2020,Edgecombe,North Carolina,12973,10086
2020,Forsyth,North Carolina,157494,12682
2020,Franklin,North Carolina,6710,22648
2020,Gaston,North Carolina,79498,18638
2020,Gates,North Carolina,0,4767
2020,Graham,North Carolina,0,5212
2020,Granville,North Carolina,7460,16754
2020,Greene,North Carolina,0,7846
2020,Guilford,North Carolina,201345,30932
2020,Halifax,North Carolina,10150,14585
2020,Harnett,North Carolina,18717,34159
2020,Haywood,North Carolina,18323,16566
2020,Henderson,North Carolina,37042,19392
2020,Hertford,North Carolina,2308,7495
2020,Hoke,North Carolina,11440,8643
2020,Hyde,North Carolina,0,3146
2020,Iredell,North Carolina,53826,25546
2020,Jackson,North Carolina,5789,20860
2020,Johnston,North Carolina,39492,44848
2020,Jones,North Carolina,0,4635
2020,Lee,North Carolina,15279,11304
2020,Lenoir,North Carolina,10990,15587
2020,Lincoln,North Carolina,10201,26969
2020,McDowell,North Carolina,5734,15508
2020,Macon,North Carolina,5011,21937
2020,Madison,North Carolina,0,11045
2020,Martin,North Carolina,2815,8265
2020,Mecklenburg,North Carolina,475356,3610
2020,Mitchell,North Carolina,0,8638
2020,Montgomery,North Carolina,0,14773
2020,Moore,North Carolina,25063,23174
2020,Nash,North Carolina,22722,20432
2020,New Hanover,North Carolina,111163,2205
2020,Northampton,North Carolina,1021,9549
2020,Onslow,North Carolina,52680,31500
2020,Orange,North Carolina,43027,18184
2020,Pamlico,North Carolina,0,7118
2020,Pasquotank,North Carolina,10133,7277
2020,Pender,North Carolina,13555,16372
2020,Perquimans,North Carolina,0,6866
2020,Person,North Carolina,4590,13694
2020,Pitt,North Carolina,60993,19522
2020,Polk,North Carolina,1040,9735
2020,Randolph,North Carolina,24817,37207
2020,Richmond,North Carolina,11098,8507
2020,Robeson,North Carolina,12114,36312
2020,Rockingham,North Carolina,18066,25365
2020,Rowan,North Carolina,36457,26743
2020,Rutherford,North Carolina,9937,22507
2020,Sampson,North Carolina,4127,21354
2020,Scotland,North Carolina,7385,6963
2020,Stanly,North Carolina,7840,19845
2020,Stokes,North Carolina,4017,17143
2020,Surry,North Carolina,8544,24892
2020,Swain,North Carolina,0,8341
2020,Transylvania,North Carolina,6580,12445
2020,Tyrrell,North Carolina,0,1999
2020,Union,North Carolina,58734,25054
2020,Vance,North Carolina,8880,10396
2020,Wake,North Carolina,440533,22049
2020,Warren,North Carolina,0,11309
2020,Washington,North Carolina,0,6039
2020,Watauga,North Carolina,12868,19769
2020,Wayne,North Carolina,25498,27053
2020,Wilkes,North Carolina,9160,22385
2020,Wilson,North Carolina,23007,13245
2020,Yadkin,North Carolina,0,16946
2020,Yancey,North Carolina,0,11230
2020,Adams,North Dakota,0,1364
2020,Barnes,North Dakota,3386,2285
2020,Benson,North Dakota,0,2542
2020,Billings,North Dakota,0,567
2020,Bottineau,North Dakota,0,3931
2020,Bowman,North Dakota,0,1633
2020,Burke,North Dakota,0,1378
2020,Burleigh,North Dakota,34340,8352
2020,Cass,North Dakota,78739,6658
2020,Cavalier,North Dakota,0,2097
2020,Dickey,North Dakota,0,2383
2020,Divide,North Dakota,0,1397
2020,Dunn,North Dakota,0,2105
2020,Eddy,North Dakota,0,1240
2020,Emmons,North Dakota,0,2047
2020,Foster,North Dakota,0,1773
2020,Golden Valley,North Dakota,0,899
2020,Grand Forks,North Dakota,27697,5731
2020,Grant,North Dakota,0,1649
2020,Griggs,North Dakota,0,1378
2020,Hettinger,North Dakota,0,1399
2020,Kidder,North Dakota,0,1631
2020,LaMoure,North Dakota,0,2064
2020,Logan,North Dakota,0,1078
2020,McHenry,North Dakota,0,2818
2020,McIntosh,North Dakota,0,1704
2020,McKenzie,North Dakota,3796,3865
2020,McLean,North Dakota,0,5728
2020,Mercer,North Dakota,0,4657
2020,Morton,North Dakota,10849,4258
2020,Mountrail,North Dakota,0,5018
2020,Nelson,North Dakota,0,1791
2020,Oliver,North Dakota,0,912
2020,Pembina,North Dakota,0,3499
2020,Pierce,North Dakota,0,2040
2020,Ramsey,North Dakota,3787,2056
2020,Ransom,North Dakota,0,2536
2020,Renville,North Dakota,0,1282
2020,Richland,North Dakota,3553,3948
2020,Rolette,North Dakota,0,4581
2020,Sargent,North Dakota,0,1999
2020,Sheridan,North Dakota,0,808
2020,Sioux,North Dakota,0,1277
2020,Slope,North Dakota,0,409
2020,Stark,North Dakota,11897,3484
2020,Steele,North Dakota,0,1091
2020,Stutsman,North Dakota,7464,2910
2020,Towner,North Dakota,0,1290
2020,Traill,North Dakota,0,3649
2020,Walsh,North Dakota,0,5202
2020,Ward,North Dakota,24508,7668
2020,Wells,North Dakota,0,2338
2020,Williams,North Dakota,14641,5586
2020,Adams,Ohio,0,12692
2020,Allen,Ohio,31949,12614
2020,Ashland,Ohio,8954,13517
2020,Ashtabula,Ohio,23405,22832
2020,Athens,Ohio,12559,13827
2020,Auglaize,Ohio,12407,7466
2020,Belmont,Ohio,13434,18184
2020,Brown,Ohio,983,18341
2020,Butler,Ohio,139060,14681
2020,Carroll,Ohio,0,13395
2020,Champaign,Ohio,5611,11251
2020,Clark,Ohio,46337,14650
2020,Clermont,Ohio,63853,22510
2020,Clinton,Ohio,5625,12281
2020,Columbiana,Ohio,21841,24250
2020,Coshocton,Ohio,6012,10312
2020,Crawford,Ohio,13567,6298
2020,Cuyahoga,Ohio,612848,2977
2020,Darke,Ohio,7460,15139
2020,Defiance,Ohio,7987,8552
2020,Delaware,Ohio,65753,16101
2020,Erie,Ohio,28219,10043
2020,Fairfield,Ohio,41337,21129
2020,Fayette,Ohio,6920,5743
2020,Franklin,Ohio,574040,6863
2020,Fulton,Ohio,3204,14485
2020,Gallia,Ohio,2969,10461
2020,Geauga,Ohio,8410,29009
2020,Greene,Ohio,57241,14095
2020,Guernsey,Ohio,7367,11642
2020,Hamilton,Ohio,371049,7966
2020,Hancock,Ohio,24200,9455
2020,Hardin,Ohio,5819,7064
2020,Harrison,Ohio,0,7379
2020,Henry,Ohio,4104,7932
2020,Highland,Ohio,5485,13496
2020,Hocking,Ohio,3684,9303
2020,Holmes,Ohio,0,14588
2020,Huron,Ohio,12887,12612
2020,Jackson,Ohio,5566,8833
2020,Jefferson,Ohio,19089,12036
2020,Knox,Ohio,8460,17337
2020,Lake,Ohio,98348,6967
2020,Lawrence,Ohio,14964,11537
2020,Licking,Ohio,49214,23495
2020,Logan,Ohio,12699,10958
2020,Lorain,Ohio,117548,16793
2020,Lucas,Ohio,191421,8726
2020,Madison,Ohio,6443,9773
2020,Mahoning,Ohio,92256,15733
2020,Marion,Ohio,17864,9484
2020,Medina,Ohio,50160,25009
2020,Meigs,Ohio,1461,9188
2020,Mercer,Ohio,5548,12340
2020,Miami,Ohio,33015,13751
2020,Monroe,Ohio,119,7014
2020,Montgomery,Ohio,238871,12652
2020,Morgan,Ohio,0,7232
2020,Morrow,Ohio,1,14471
2020,Muskingum,Ohio,20014,18344
2020,Noble,Ohio,0,5751
2020,Ottawa,Ohio,15295,13301
2020,Paulding,Ohio,0,8490
2020,Perry,Ohio,3223,11739
2020,Pickaway,Ohio,10033,12339
2020,Pike,Ohio,2683,9296
2020,Portage,Ohio,44592,26080
2020,Preble,Ohio,4694,13399
2020,Putnam,Ohio,2362,11462
2020,Richland,Ohio,37480,17042
2020,Ross,Ohio,12864,19202
2020,Sandusky,Ohio,15398,11081
2020,Scioto,Ohio,15461,17647
2020,Seneca,Ohio,13447,10487
2020,Shelby,Ohio,9280,10779
2020,Stark,Ohio,143772,23027
2020,Summit,Ohio,238279,8194
2020,Trumbull,Ohio,70829,23565
2020,Tuscarawas,Ohio,21186,19631
2020,Union,Ohio,12309,10832
2020,Van Wert,Ohio,6516,6024
2020,Vinton,Ohio,345,5578
2020,Warren,Ohio,77123,16153
2020,Washington,Ohio,12150,15837
2020,Wayne,Ohio,22930,23625
2020,Williams,Ohio,4406,12155
2020,Wood,Ohio,40104,16759
2020,Wyandot,Ohio,3139,6700
2020,Adair,Oklahoma,0,8059
2020,Alfalfa,Oklahoma,0,2479
2020,Atoka,Oklahoma,0,5981
2020,Beaver,Oklahoma,0,2460
2020,Beckham,Oklahoma,5740,4383
2020,Blaine,Oklahoma,0,4590
2020,Bryan,Oklahoma,8259,12107
2020,Caddo,Oklahoma,2252,9292
2020,Canadian,Oklahoma,49543,10891
2020,Carter,Oklahoma,10020,11541
2020,Cherokee,Oklahoma,8286,13747
2020,Choctaw,Oklahoma,2508,4558
2020,Cimarron,Oklahoma,0,1359
2020,Cleveland,Oklahoma,104539,17000
2020,Coal,Oklahoma,0,2569
2020,Comanche,Oklahoma,40042,12561
2020,Cotton,Oklahoma,0,2689
2020,Craig,Oklahoma,2480,3889
2020,Creek,Oklahoma,11582,19471
2020,Custer,Oklahoma,9090,3842
2020,Delaware,Oklahoma,4424,19662
2020,Dewey,Oklahoma,0,2176
2020,Ellis,Oklahoma,0,2128
2020,Garfield,Oklahoma,22482,5364
2020,Garvin,Oklahoma,2806,9248
2020,Grady,Oklahoma,7017,16007
2020,Grant,Oklahoma,0,2160
2020,Greer,Oklahoma,0,2615
2020,Harmon,Oklahoma,0,1345
2020,Harper,Oklahoma,0,1714
2020,Haskell,Oklahoma,0,5646
2020,Hughes,Oklahoma,2029,3737
2020,Jackson,Oklahoma,9194,2823
2020,Jefferson,Oklahoma,0,2728
2020,Johnston,Oklahoma,0,4682
2020,Kay,Oklahoma,14832,6136
2020,Kingfisher,Oklahoma,0,6394
2020,Kiowa,Oklahoma,0,4681
2020,Latimer,Oklahoma,0,4669
2020,Le Flore,Oklahoma,4112,16920
2020,Lincoln,Oklahoma,0,14456
2020,Logan,Oklahoma,7534,11773
2020,Love,Oklahoma,0,4703
2020,McClain,Oklahoma,2317,14104
2020,McCurtain,Oklahoma,2508,11380
2020,McIntosh,Oklahoma,0,11755
2020,Major,Oklahoma,0,3713
2020,Marshall,Oklahoma,0,8709
2020,Mayes,Oklahoma,4243,14020
2020,Murray,Oklahoma,2174,4334
2020,Muskogee,Oklahoma,16883,12395
2020,Noble,Oklahoma,2258,2799
2020,Nowata,Oklahoma,317,4034
2020,Okfuskee,Oklahoma,0,4778
2020,Oklahoma,Oklahoma,328929,23615
2020,Okmulgee,Oklahoma,8049,8575
2020,Osage,Oklahoma,5199,14403
2020,Ottawa,Oklahoma,6901,6813
2020,Pawnee,Oklahoma,0,7276
2020,Payne,Oklahoma,25404,11304
2020,Pittsburg,Oklahoma,8932,13114
2020,Pontotoc,Oklahoma,8654,8752
2020,Pottawatomie,Oklahoma,14979,14994
2020,Pushmataha,Oklahoma,0,5672
2020,Roger Mills,Oklahoma,0,1852
2020,Rogers,Oklahoma,17353,20445
2020,Seminole,Oklahoma,2870,7842
2020,Sequoyah,Oklahoma,3431,14599
2020,Stephens,Oklahoma,10118,10204
2020,Texas,Oklahoma,4629,3814
2020,Tillman,Oklahoma,0,3778
2020,Tulsa,Oklahoma,279094,13281
2020,Wagoner,Oklahoma,20150,12379
2020,Washington,Oklahoma,18200,5513
2020,Washita,Oklahoma,0,5121
2020,Woods,Oklahoma,2637,1819
2020,Woodward,Oklahoma,5737,3649
2020,Baker,Oregon,4509,4100
2020,Benton,Oregon,32537,7613
2020,Clackamas,Oregon,140396,29698
2020,Clatsop,Oregon,14215,8802
2020,Columbia,Oregon,12786,8911
2020,Coos,Oregon,19222,12156
2020,Crook,Oregon,5298,5861
2020,Curry,Oregon,5996,7022
2020,Deschutes,Oregon,61167,32943
2020,Douglas,Oregon,29293,20481
2020,Gilliam,Oregon,0,1095
2020,Grant,Oregon,0,4112
2020,Harney,Oregon,2058,1636
2020,Hood River,Oregon,5157,4969
2020,Jackson,Oregon,76036,20203
2020,Jefferson,Oregon,3131,7119
2020,Josephine,Oregon,21592,17156
2020,Klamath,Oregon,19117,13613
2020,Lake,Oregon,0,4195
2020,Lane,Oregon,135849,30377
2020,Lincoln,Oregon,22238,9828
2020,Linn,Oregon,34615,17306
2020,Malheur,Oregon,5189,6426
2020,Marion,Oregon,108910,19631
2020,Morrow,Oregon,0,4717
2020,Multnomah,Oregon,359794,4202
2020,Polk,Oregon,27009,6819
2020,Sherman,Oregon,0,918
2020,Tillamook,Oregon,8316,10603
2020,Umatilla,Oregon,20045,11053
2020,Union,Oregon,6651,4998
2020,Wallowa,Oregon,0,4326
2020,Wasco,Oregon,7216,4780
2020,Washington,Oregon,224282,12396
2020,Wheeler,Oregon,0,935
2020,Yamhill,Oregon,29125,10998
2020,Adams,Pennsylvania,16031,26976
2020,Allegheny,Pennsylvania,589572,12523
2020,Armstrong,Pennsylvania,11704,20402
2020,Beaver,Pennsylvania,57474,21470
2020,Bedford,Pennsylvania,2462,21027
2020,Berks,Pennsylvania,125951,44791
2020,Blair,Pennsylvania,42167,13533
2020,Bradford,Pennsylvania,7876,21487
2020,Bucks,Pennsylvania,228370,27262
2020,Butler,Pennsylvania,48680,36339
2020,Cambria,Pennsylvania,37178,27217
2020,Cameron,Pennsylvania,0,3932
2020,Carbon,Pennsylvania,12846,21306
2020,Centre,Pennsylvania,42168,23240
2020,Chester,Pennsylvania,170830,37410
2020,Clarion,Pennsylvania,2746,16083
2020,Clearfield,Pennsylvania,15061,23017
2020,Clinton,Pennsylvania,8986,9617
2020,Columbia,Pennsylvania,16197,13457
2020,Crawford,Pennsylvania,14705,27358
2020,Cumberland,Pennsylvania,87409,21716
2020,Dauphin,Pennsylvania,108320,18194
2020,Delaware,Pennsylvania,227789,1419
2020,Elk,Pennsylvania,6684,10152
2020,Erie,Pennsylvania,93295,26496
2020,Fayette,Pennsylvania,28783,33017
2020,Forest,Pennsylvania,0,6949
2020,Franklin,Pennsylvania,37886,28482
2020,Fulton,Pennsylvania,0,7100
2020,Greene,Pennsylvania,3117,13021
2020,Huntingdon,Pennsylvania,3537,17270
2020,Indiana,Pennsylvania,15872,21754
2020,Jefferson,Pennsylvania,6037,15968
2020,Juniata,Pennsylvania,0,10431
2020,Lackawanna,Pennsylvania,82378,17437
2020,Lancaster,Pennsylvania,164181,52321
2020,Lawrence,Pennsylvania,23682,15810
2020,Lebanon,Pennsylvania,44767,14317
2020,Lehigh,Pennsylvania,135415,14415
2020,Luzerne,Pennsylvania,117560,33133
2020,Lycoming,Pennsylvania,31678,20947
2020,McKean,Pennsylvania,4974,14442
2020,Mercer,Pennsylvania,27279,23549
2020,Mifflin,Pennsylvania,10313,11000
2020,Monroe,Pennsylvania,32298,46816
2020,Montgomery,Pennsylvania,335897,10980
2020,Montour,Pennsylvania,4032,4051
2020,Northampton,Pennsylvania,106081,21503
2020,Northumberland,Pennsylvania,29563,13737
2020,Perry,Pennsylvania,1383,18459
2020,Philadelphia,Pennsylvania,726797,0
2020,Pike,Pennsylvania,5955,33721
2020,Potter,Pennsylvania,0,12345
2020,Schuylkill,Pennsylvania,37871,29257
2020,Snyder,Pennsylvania,4666,11312
2020,Somerset,Pennsylvania,7988,29725
2020,Sullivan,Pennsylvania,0,5574
2020,Susquehanna,Pennsylvania,0,21259
2020,Tioga,Pennsylvania,0,21503
2020,Union,Pennsylvania,6147,9935
2020,Venango,Pennsylvania,11279,14877
2020,Warren,Pennsylvania,7336,14251
2020,Washington,Pennsylvania,65516,31275
2020,Wayne,Pennsylvania,4075,27835
2020,Westmoreland,Pennsylvania,123268,44508
2020,Wyoming,Pennsylvania,398,12421
2020,York,Pennsylvania,134538,52649
2020,Bristol,Rhode Island,21248,256
2020,Kent,Rhode Island,71554,4530
2020,Newport,Rhode Island,38811,4611
2020,Providence,Rhode Island,263293,13477
2020,Washington,Rhode Island,44555,21139
2020,Abbeville,South Carolina,2511,9029
2020,Aiken,South Carolina,48641,28282
2020,Allendale,South Carolina,0,4040
2020,Anderson,South Carolina,52564,36559
2020,Bamberg,South Carolina,0,6558
2020,Barnwell,South Carolina,0,9854
2020,Beaufort,South Carolina,78464,19604
2020,Berkeley,South Carolina,72049,21574
2020,Calhoun,South Carolina,0,7024
2020,Charleston,South Carolina,184087,17797
2020,Cherokee,South Carolina,8718,15995
2020,Chester,South Carolina,4093,10508
2020,Chesterfield,South Carolina,3580,16828
2020,Clarendon,South Carolina,2132,13684
2020,Colleton,South Carolina,4246,15578
2020,Darlington,South Carolina,12863,16516
2020,Dillon,South Carolina,3955,8824
2020,Dorchester,South Carolina,54691,9917
2020,Edgefield,South Carolina,1341,9681
2020,Fairfield,South Carolina,2418,8420
2020,Florence,South Carolina,37440,23154
2020,Georgetown,South Carolina,22796,13120
2020,Greenville,South Carolina,200264,25951
2020,Greenwood,South Carolina,18839,12484
2020,Hampton,South Carolina,0,8584
2020,Horry,South Carolina,165800,37902
2020,Jasper,South Carolina,1803,11059
2020,Kershaw,South Carolina,13386,15488
2020,Lancaster,South Carolina,25774,15256
2020,Laurens,South Carolina,10817,20459
2020,Lee,South Carolina,0,7549
2020,Lexington,South Carolina,95721,32166
2020,McCormick,South Carolina,0,5380
2020,Marion,South Carolina,5839,8414
2020,Marlboro,South Carolina,4724,7305
2020,Newberry,South Carolina,5409,12804
2020,Oconee,South Carolina,14285,26503
2020,Orangeburg,South Carolina,13791,27406
2020,Pickens,South Carolina,34166,22219
2020,Richland,South Carolina,167274,15134
2020,Saluda,South Carolina,125,9142
2020,Spartanburg,South Carolina,96945,40064
2020,Sumter,South Carolina,30795,15958
2020,Union,South Carolina,4820,8631
2020,Williamsburg,South Carolina,2590,12147
2020,York,South Carolina,89112,25544
2020,Aurora,South Dakota,0,1260
2020,Beadle,South Dakota,6215,2181
2020,Bennett,South Dakota,0,1177
2020,Bon Homme,South Dakota,0,2810
2020,Brookings,South Dakota,10132,4717
2020,Brown,South Dakota,13246,4639
2020,Brule,South Dakota,0,2344
2020,Buffalo,South Dakota,0,570
2020,Butte,South Dakota,2375,2298
2020,Campbell,South Dakota,0,900
2020,Charles Mix,South Dakota,0,3625
2020,Clark,South Dakota,0,1603
2020,Clay,South Dakota,4626,1554
2020,Codington,South Dakota,9805,3406
2020,Corson,South Dakota,0,1362
2020,Custer,South Dakota,0,4837
2020,Davison,South Dakota,7698,1786
2020,Day,South Dakota,0,3395
2020,Deuel,South Dakota,0,2132
2020,Dewey,South Dakota,0,1923
2020,Douglas,South Dakota,0,1341
2020,Edmunds,South Dakota,0,1940
2020,Fall River,South Dakota,0,4081
2020,Faulk,South Dakota,0,1022
2020,Grant,South Dakota,0,3426
2020,Gregory,South Dakota,0,2186
2020,Haakon,South Dakota,0,931
2020,Hamlin,South Dakota,0,2759
2020,Hand,South Dakota,0,1705
2020,Hanson,South Dakota,0,1279
2020,Harding,South Dakota,0,720
2020,Hughes,South Dakota,6008,1914
2020,Hutchinson,South Dakota,0,3212
2020,Hyde,South Dakota,0,626
2020,Jackson,South Dakota,0,1064
2020,Jerauld,South Dakota,0,952
2020,Jones,South Dakota,0,504
2020,Kingsbury,South Dakota,0,2615
2020,Lake,South Dakota,2931,2727
2020,Lawrence,South Dakota,9010,5153
2020,Lincoln,South Dakota,19724,6503
2020,Lyman,South Dakota,0,1546
2020,McCook,South Dakota,0,2448
2020,McPherson,South Dakota,0,1258
2020,Marshall,South Dakota,0,2394
2020,Meade,South Dakota,8078,4279
2020,Mellette,South Dakota,0,775
2020,Miner,South Dakota,0,1189
2020,Minnehaha,South Dakota,72816,10901
2020,Moody,South Dakota,0,2728
2020,Oglala Lakota,South Dakota,0,3454
2020,Pennington,South Dakota,39658,9495
2020,Perkins,South Dakota,0,1710
2020,Potter,South Dakota,0,1569
2020,Roberts,South Dakota,0,4788
2020,Sanborn,South Dakota,0,1134
2020,Spink,South Dakota,0,2983
2020,Stanley,South Dakota,996,431
2020,Sully,South Dakota,0,892
2020,Todd,South Dakota,0,2875
2020,Tripp,South Dakota,0,2762
2020,Turner,South Dakota,0,3871
2020,Union,South Dakota,3047,4168
2020,Walworth,South Dakota,0,2927
2020,Yankton,South Dakota,7072,3300
2020,Ziebach,South Dakota,0,882
2020,Anderson,Tennessee,22483,12660
2020,Bedford,Tennessee,8594,11091
2020,Benton,Tennessee,0,8485
2020,Bledsoe,Tennessee,0,5870
2020,Blount,Tennessee,36629,23147
2020,Bradley,Tennessee,30584,14197
2020,Campbell,Tennessee,9387,10554
2020,Cannon,Tennessee,0,6355
2020,Carroll,Tennessee,2165,10919
2020,Carter,Tennessee,16107,11672
2020,Cheatham,Tennessee,0,16785
2020,Chester,Tennessee,2120,5092
2020,Claiborne,Tennessee,4265,11056
2020,Clay,Tennessee,0,3941
2020,Cocke,Tennessee,5514,12294
2020,Coffee,Tennessee,13669,11277
2020,Crockett,Tennessee,0,6071
2020,Cumberland,Tennessee,14986,15493
2020,Davidson,Tennessee,318627,9682
2020,Decatur,Tennessee,0,6557
2020,DeKalb,Tennessee,2062,7805
2020,Dickson,Tennessee,7239,15312
2020,Dyer,Tennessee,7674,8544
2020,Fayette,Tennessee,4288,13266
2020,Fentress,Tennessee,0,9201
2020,Franklin,Tennessee,6414,12981
2020,Gibson,Tennessee,7081,15232
2020,Giles,Tennessee,3779,10136
2020,Grainger,Tennessee,1838,9806
2020,Greene,Tennessee,10199,21955
2020,Grundy,Tennessee,0,6196
2020,Hamblen,Tennessee,21096,6280
2020,Hamilton,Tennessee,143676,18592
2020,Hancock,Tennessee,0,3669
2020,Hardeman,Tennessee,2437,8218
2020,Hardin,Tennessee,4124,10939
2020,Hawkins,Tennessee,10106,16947
2020,Haywood,Tennessee,4472,3768
2020,Henderson,Tennessee,3086,9781
2020,Henry,Tennessee,5044,11893
2020,Hickman,Tennessee,0,10457
2020,Houston,Tennessee,0,3936
2020,Humphreys,Tennessee,0,8849
2020,Jackson,Tennessee,0,5819
2020,Jefferson,Tennessee,5664,19164
2020,Johnson,Tennessee,0,8723
2020,Knox,Tennessee,192475,18497
2020,Lake,Tennessee,0,2500
2020,Lauderdale,Tennessee,3154,7499
2020,Lawrence,Tennessee,5267,13391
2020,Lewis,Tennessee,0,5690
2020,Lincoln,Tennessee,4817,11141
2020,Loudon,Tennessee,16103,8456
2020,McMinn,Tennessee,9412,14522
2020,McNairy,Tennessee,0,12268
2020,Macon,Tennessee,2758,7891
2020,Madison,Tennessee,32121,11535
2020,Marion,Tennessee,1199,12379
2020,Marshall,Tennessee,5207,9095
2020,Maury,Tennessee,27998,15145
2020,Meigs,Tennessee,0,6042
2020,Monroe,Tennessee,5493,15793
2020,Montgomery,Tennessee,70992,14722
2020,Moore,Tennessee,3,2957
2020,Morgan,Tennessee,0,8502
2020,Obion,Tennessee,5856,8458
2020,Overton,Tennessee,0,10329
2020,Perry,Tennessee,0,4797
2020,Pickett,Tennessee,0,3342
2020,Polk,Tennessee,0,8561
2020,Putnam,Tennessee,22181,13114
2020,Rhea,Tennessee,4259,10904
2020,Roane,Tennessee,12318,13056
2020,Robertson,Tennessee,13485,14974
2020,Rutherford,Tennessee,111623,19593
2020,Scott,Tennessee,0,9802
2020,Sequatchie,Tennessee,0,6925
2020,Sevier,Tennessee,23766,32474
2020,Shelby,Tennessee,388098,12091
2020,Smith,Tennessee,0,8513
2020,Stewart,Tennessee,0,6669
2020,Sullivan,Tennessee,56020,19456
2020,Sumner,Tennessee,59551,19444
2020,Tipton,Tennessee,8151,15794
2020,Trousdale,Tennessee,0,3749
2020,Unicoi,Tennessee,4091,4611
2020,Union,Tennessee,0,9569
2020,Van Buren,Tennessee,0,2901
2020,Warren,Tennessee,7255,10833
2020,Washington,Tennessee,45398,15148
2020,Wayne,Tennessee,0,7178
2020,Weakley,Tennessee,4675,10270
2020,White,Tennessee,2541,9397
2020,Williamson,Tennessee,73714,17419
2020,Wilson,Tennessee,38092,20060
2020,Anderson,Texas,7789,12342
2020,Andrews,Texas,5797,1223
2020,Angelina,Texas,17728,18752
2020,Aransas,Texas,11984,3516
2020,Archer,Texas,437,3428
2020,Armstrong,Texas,0,842
2020,Atascosa,Texas,5668,13109
2020,Austin,Texas,2718,11061
2020,Bailey,Texas,1944,802
2020,Bandera,Texas,0,11400
2020,Bastrop,Texas,10650,26033
2020,Baylor,Texas,0,2094
2020,Bee,Texas,6110,4452
2020,Bell,Texas,127840,19759
2020,Bexar,Texas,761870,32303
2020,Blanco,Texas,0,6056
2020,Borden,Texas,0,359
2020,Bosque,Texas,0,9284
2020,Bowie,Texas,25272,14264
2020,Brazoria,Texas,109827,31666
2020,Brazos,Texas,86504,10206
2020,Brewster,Texas,3292,2638
2020,Briscoe,Texas,0,874
2020,Brooks,Texas,2027,1068
2020,Brown,Texas,9768,9129
2020,Burleson,Texas,0,9351
2020,Burnet,Texas,7771,15665
2020,Caldwell,Texas,7930,8449
2020,Calhoun,Texas,5006,5533
2020,Callahan,Texas,0,6487
2020,Cameron,Texas,131155,23750
2020,Camp,Texas,0,5774
2020,Carson,Texas,0,2776
2020,Cass,Texas,2659,11211
2020,Castro,Texas,0,3016
2020,Chambers,Texas,7203,9730
2020,Cherokee,Texas,5546,15292
2020,Childress,Texas,2298,526
2020,Clay,Texas,0,5129
2020,Cochran,Texas,0,1242
2020,Coke,Texas,0,2130
2020,Coleman,Texas,2129,2746
2020,Collin,Texas,380493,22988
2020,Collingsworth,Texas,0,1481
2020,Colorado,Texas,0,9992
2020,Comal,Texas,38282,31657
2020,Comanche,Texas,0,6912
2020,Concho,Texas,0,1407
2020,Cooke,Texas,6734,10982
2020,Coryell,Texas,22142,6575
2020,Cottle,Texas,0,891
2020,Crane,Texas,0,1823
2020,Crockett,Texas,0,1592
2020,Crosby,Texas,0,2652
2020,Culberson,Texas,0,1070
2020,Dallam,Texas,2259,780
2020,Dallas,Texas,1033462,5194
2020,Dawson,Texas,3952,907
2020,Deaf Smith,Texas,5727,1247
2020,Delta,Texas,0,2420
2020,Denton,Texas,324636,23639
2020,DeWitt,Texas,3894,5288
2020,Dickens,Texas,0,1165
2020,Dimmit,Texas,2470,1510
2020,Donley,Texas,0,1942
2020,Duval,Texas,0,4396
2020,Eastland,Texas,0,9341
2020,Ector,Texas,60537,5549
2020,Edwards,Texas,0,963
2020,Ellis,Texas,47978,20553
2020,El Paso,Texas,307392,10502
2020,Erath,Texas,8447,9878
2020,Falls,Texas,2430,4990
2020,Fannin,Texas,3341,11299
2020,Fayette,Texas,2296,10826
2020,Fisher,Texas,0,2109
2020,Floyd,Texas,0,2603
2020,Foard,Texas,0,571
2020,Fort Bend,Texas,263718,14192
2020,Franklin,Texas,0,5089
2020,Freestone,Texas,0,9030
2020,Frio,Texas,3016,3324
2020,Gaines,Texas,2807,4835
2020,Galveston,Texas,147864,8327
2020,Garza,Texas,0,2126
2020,Gillespie,Texas,6225,7903
2020,Glasscock,Texas,0,525
2020,Goliad,Texas,0,3503
2020,Gonzales,Texas,2902,6017
2020,Gray,Texas,8413,1583
2020,Grayson,Texas,30382,28190
2020,Gregg,Texas,46179,7033
2020,Grimes,Texas,3021,9008
2020,Guadalupe,Texas,47913,16569
2020,Hale,Texas,9073,4323
2020,Hall,Texas,0,1744
2020,Hamilton,Texas,0,4331
2020,Hansford,Texas,0,2280
2020,Hardeman,Texas,0,1804
2020,Hardin,Texas,11665,12338
